2802555,"David M. Maines Associates, Inc.",53777,232581270,"David M. Maines Associates, Inc.",10 Expansion Drive,Lewistown,PA,17044,238160,2012,Roofing contractors,1,22,98,183422,1,1,1,2,2,17,106,6,0,0,0,0,0,28FEB25:13:49:00,,2024,Construction,17044,238160
2536352,"RL Craft Co., Inc.",56694,421528139,"RL Craft Co., Inc.",2509 4th Ave S,Denison,IA,51442,238160,2012,Roofing contractors,1,21,35,65733,2,0,0,0,0,0,0,0,0,0,0,0,0,20JAN25:18:52:00,,2024,Construction,51442,238160
2500711,"Jonesboro Roofing Co., Inc.",56957,,"Jonesboro Roofing Co., Inc.",2900 Washington Spur,Jonesboro,AR,72401,238160,2012,Roofing Contractors,1,21,75,189720,1,0,1,0,0,10,0,1,0,0,0,0,0,03JAN25:20:30:00,,2024,Construction,72401,238160
2764123,"Colorado Moisture Control, Inc.",57566,840866575,"Colorado Moisture Control, Inc.",3801 E. 50th Ave.,Denver,CO,80216,238160,2012,Roofing contractors,1,21,78,177871,1,0,0,6,4,0,255,10,0,0,0,0,0,26FEB25:20:21:00,,2024,Construction,80216,238160
2713224,"Preferred Roofing Services, LLC",59005,260850311,,4871 Neo Parkway,Cleveland,OH,44128,238160,2012,Roofing contractors,1,21,31,70924,2,0,0,0,0,0,0,0,0,0,0,0,0,21FEB25:15:40:00,,2024,Construction,44128,238160
2860032,"All Surface Roofing and Maintenance, LLC",60755,911774427,"All Surface Roofing and Maintenance, LLC",9610  SW Sunshine Ct #300,Beaverton,OR,97005,561790,2012,"Cleaning building exteriors (except sand blasting, window cleaning)",1,21,29,29840,1,0,1,0,0,5,0,1,0,0,0,0,0,05MAR25:01:54:00,,2024,Administrative and Support and Waste Management and Remediation Services,97005,561790
1002542722,A Brooks Roofing Inc,64014,222902030,A Brooks Roofing Inc,701 West 5th Street,Palmyra,NJ,08065,238160,2012,Roofing contractors,1,21,48,82823,1,0,0,0,1,0,0,0,0,0,0,0,1,13JAN25:20:24:48,,2024,Construction,08065,238160
2562710,Eaton Roofing & Exteriors Inc - Wichita,64957,834566562,Eaton Roofing & Exteriors Inc,3821 W Bounous St,Wichita,KS,67213,236118,2012,"Remodeling and renovating general contractors, residential",1,2,30,55725,2,0,0,0,0,0,0,0,0,0,0,0,0,27JAN25:18:01:00,,2024,Construction,67213,236118
2503597,"Star Roofing, Inc.",66788,860116261,"Star Roofing, Inc.",9201 N 9th Avenue,Phoenix,AZ,85021,238160,2012,Roofing contractors,1,21,50,131118,2,0,0,0,0,0,0,0,0,0,0,0,0,07JAN25:14:46:00,,2024,Construction,85021,238160
2664583,JB Roofing a Tecta America Company LLC,67463,814397282,JB Roofing a Tecta America Company LLC,"1480 S CR 594, PO Box 520",Tiffin,OH,44883,238160,2012,Low slope roofing installation,1,21,16,32291,2,0,0,0,0,0,0,0,0,0,0,0,0,13FEB25:18:52:00,,2024,Construction,44883,238160
2535660,"Anderson & Shah Roofing, Inc.",68529,363055158,,23900 County Farm Rd.,Joliet,IL,60431,238160,2012,Roofing contractors,1,21,46,35426,2,0,0,0,0,0,0,0,0,0,0,0,0,20JAN25:17:14:00,,2024,Construction,60431,238160
2510484,Hoekstra Roofing Company,69885,382073134,,1963 Olmstead Road,Kalamazoo,MI,49048,238160,2012,Roofing contractors,1,21,65,151003,1,0,1,1,2,4,12,4,0,0,0,0,0,09JAN25:19:36:00,,2024,Construction,49048,238160
2677294,Rocky Hill,71561,061334202,Seven D Wholesale of CT L.P.,145 Dividend Road,Rocky Hill,CT,06067,423330,2012,Roofing materials (except wood) merchant wholesalers,1,21,31,67934,1,0,1,0,2,180,0,3,0,0,0,0,0,18FEB25:14:01:00,,2024,Wholesale Trade,06067,423330
2575972,Borsche Roofing Professionals Inc,72839,202357906,Borsche Roofing Professionals Inc,N2971 Hwy 15,Hortonville,WI,54944,238160,2012,Low slope roofing installation,1,21,16,28628,2,0,0,0,0,0,0,0,0,0,0,0,0,29JAN25:15:41:00,,2024,Construction,54944,238160
2622555,"Martin Roofing Co., Inc",77825,480669991,"Martin Roofing Co., Inc.",102 East Patterson,Wichita,KS,67216,238160,2012,Roofing contractors,1,21,50,76569,2,0,0,0,0,0,0,0,0,0,0,0,0,06FEB25:15:37:00,,2024,Construction,67216,238160
2505325,Jim Giese Commercial Roofing,79042,421250099,,10410 Silverwood Dr,Dubuque,IA,52003,238160,2012,Low slope roofing installation,1,21,38,74565,2,0,0,0,0,0,0,0,0,0,0,0,0,07JAN25:21:04:00,,2024,Construction,52003,238160
2868849,BMR1,79343,421232251,"Brockway Mechanical & Roofing, Inc.",1101 Osborn Street,Burlington,IA,52601,238220,2012,Mechanical contractors,1,2,60,124203,2,0,0,0,0,0,0,0,0,0,0,0,0,10MAR25:19:33:00,,2024,Construction,52601,238220
2868846,BMR2,82799,421232251,"Brockway Mechanical & Roofing, Inc.",4301 NE 14th Street,Des Moines,IA,50313,238220,2012,Mechanical contractors,1,2,50,103829,1,0,0,6,1,0,356,7,0,0,0,0,0,10MAR25:19:32:00,,2024,Construction,50313,238220
2625980,"M.W. Tighe Roofing, Inc.",84263,,"M. W. Tighe Roofing, Inc.",183 W. McWilliams Street,Fond du Lac,WI,54935,238160,2012,Roofing contractors,1,1,17,28971,1,0,0,0,2,0,0,2,0,0,0,0,0,06FEB25:20:47:00,,2024,Construction,54935,238160
2630763,"Advanced Industrial Roofing, Inc.",84290,,"Advanced Industrial Roofing, Inc.",1330 South Erie Street,Massillon,OH,44646,238160,2012,Roofing contractors,1,21,60,99928,1,0,0,1,0,0,68,1,0,0,0,0,0,07FEB25:19:11:00,,2024,Construction,44646,238160
2859943,"AVI, Inc.",84479,841474198,AVI Inc.,1290 E 58th Ave,Denver,CO,80216,238160,2012,Roofing contractors,1,22,118,236254,1,0,0,3,0,0,199,3,0,0,0,0,0,04MAR25:23:53:00,,2024,Construction,80216,238160
2518081,Headlee Roofing,84659,860493494,"Headlee Roofing Co., Inc.",951 W. 1st Avenue,MESA,AZ,85210,238160,2012,Roofing contractors,1,22,66,135040,1,0,6,0,0,129,0,6,0,0,0,0,0,14JAN25:18:39:00,,2024,Construction,85210,238160
2608482,O'Neal Roofing Company,84736,592015309,O'Neal Roofing Company,212 SE Hickory Drive,Lake City,FL,32025,238160,2012,Roofing contractors,1,21,25,36571,1,0,0,0,2,0,0,2,0,0,0,0,0,03FEB25:20:58:00,,2024,Construction,32025,238160
2608562,"O'Neal Contracting, Inc.",85071,593126643,O'Neal Roofing Company,212 SE Hickory Drive,Lake City,FL,32025,236210,2012,"Addition, alteration and renovation, general contractors, industrial building (except warehouses)",1,2,22,28209,2,0,0,0,0,0,0,0,0,0,0,0,0,03FEB25:21:07:00,,2024,Construction,32025,236210
2511242,Alcal Hawaii Roofing,86629,680526024,"Alcal Specialty Conntracting, Inc","91-446 Komohana Street, Bldg B, Units A, B, C & D",Kapolei,HI,96707,238160,2012,Roofing contractors,1,21,46,66271,1,0,1,2,0,20,8,3,0,0,0,0,0,09JAN25:23:23:00,,2024,Construction,96707,238160
2503580,Crafts Inc.,87339,390752484,Crafts Inc.,3403 Menasha Avenue,Manitowoc,WI,54220,238160,2012,Roofing contractors,1,21,72,126344,2,0,0,0,0,0,0,0,0,0,0,0,0,07JAN25:14:41:00,,2024,Construction,54220,238160
2530038,"Mahan Slate Roofing Co., Inc.",88121,,"Mahan Slate Roofing Co., Inc.",699 Silver St,Agawam,MA,01001,238160,2012,Roofing contractors,1,21,24,50944,1,0,0,0,1,0,0,1,0,0,0,0,0,17JAN25:13:37:00,,2024,Construction,01001,238160
2673474,"Eberhard Southwest Roofing, Inc.",88779,880330070,"Eberhard Southwest Roofing, Inc.",3995 W. Dewey Drive,Las Vegas,NV,89118,238160,2012,Roofing contractors,1,21,44,7343,2,0,0,0,0,0,0,0,0,0,0,0,0,17FEB25:16:48:00,,2024,Construction,89118,238160
2574293,"Enterprise Roofing Service, Inc.",92052,941551712,"Enterprise Roofing Service, Inc.",2400 Bates Avenue,Concord,CA,94520,238160,2012,Roofing contractors,1,21,78,130849,1,0,1,0,0,116,0,1,0,0,0,0,0,29JAN25:00:34:00,,2024,Construction,94520,238160
2498386,Academy Roofing and Sheet Metal of the Midwest Inc.,93103,262559067,Academy Roofing and Sheet Metal,6361 NE 14th Street,Des Moines,IA,50313,238160,2012,Low slope roofing installation,1,21,80,204283,1,0,1,0,0,3,0,1,0,0,0,0,0,02JAN25:14:49:00,,2024,Construction,50313,238160
2674358,"L.H. Krueger and Son, Inc.",93564,391377423,"L.H. Krueger and Son, Inc.",1401 Pearl St,Waukesha,WI,53186,238160,2012,Roofing contractors,1,21,30,53500,2,0,0,0,0,0,0,0,0,0,0,0,0,17FEB25:18:20:00,,2024,Construction,53186,238160
2506797,"McEnany Roofing, Inc T",96365,592583665,"McEnany Roofing, Inc",8801 Industrial Drive,Temple Terrace,FL,33637,238160,2012,Roof membrane installation,1,22,110,224524,1,0,3,4,3,42,173,10,0,0,0,0,0,08JAN25:17:44:00,,2024,Construction,33637,238160
2878572,CFS Roofing,98073,274953359,CFS Roofing,16100 Lee Road,Fort Myers,FL,33912,238160,2012,Roofing contractors,1,3,236,425044,1,0,0,2,0,0,32,2,0,0,0,0,0,19MAR25:15:41:00,,2024,Construction,33912,238160
2516664,Thermal-Tec/Michigan Inc,102156,382708184,Thermal-Tec,13801 Francis Way,Cedar Springs,MI,49319,238160,2012,Roofing contractors,1,21,49,96960,2,0,0,0,0,0,0,0,0,0,0,0,0,13JAN25:21:41:00,,2024,Construction,49319,238160
2733308,"Finger Lakes Roofing Co,;Inc.",102490,161069946,"Finger Lakes Roofing Co,; Inc.",7642 Main Street,Fishers,NY,14453,238160,2012,Roof membrane installation,1,21,21,23082,2,0,0,0,0,0,0,0,0,0,0,0,0,25FEB25:15:40:00,,2024,Construction,14453,238160
2733946,Jolly Roofing & Contracting Company Overall,103129,621624798,Jolly Roofing and Contracting,711 Chaney Cove,Collierville,TN,38017,238160,2012,Roofing contractors,1,3,254,431397,1,0,6,2,1,637,31,9,0,0,0,0,0,25FEB25:18:43:00,OSHA 300 submission for all establishments.,2024,Construction,38017,238160
2540675,"Pine Roofing Company, Inc.",103661,361628895,"Pine Roofing Company, Inc.",5428 N Kedzie Avenue,Chicago,IL,60625,238160,2012,Roofing contractors,1,21,67,116518,1,0,3,6,0,266,216,9,0,0,0,0,0,21JAN25:18:07:00,,2024,Construction,60625,238160
2774731,"Gilbert & Becker Co., Inc",106213,,,24 Clapp Street,Dorchester,MA,02125,238160,2012,Roofing contractors,1,21,45,45106,2,0,0,0,0,0,0,0,0,0,0,0,0,27FEB25:13:10:00,,2024,Construction,02125,238160
2508786,Skyline Roofing Inc.,106275,205864185,"Skyline Roofing, Incorporated",2389 Grace Chapel Road,Rockingham,VA,22801,238160,2012,Roofing Contractor,1,21,95,186518,2,0,0,0,0,0,0,0,0,0,0,0,0,09JAN25:15:06:00,,2024,Construction,22801,238160
2515604,"Knickerbocker Roofing & Paving Co., Inc.",107186,362391016,"Knickerbocker Roofing & Paving Co., Inc.","16851 S Lathrop Ave Harvey, IL","Harvey, IL",IL,60426,238160,2012,Roofing contractors,1,21,63,118497,2,0,0,0,0,0,0,0,0,0,0,0,0,13JAN25:19:03:00,,2024,Construction,60426,238160
2515619,"Knickerbocker Sheet Metal Co., Inc.",107316,362391015,"Knickerbocker Sheet Metal Co., Inc.",16851 S. Lathrop Avenue,Harvey,IL,60426,238160,2012,Roofing contractors,1,1,11,23013,2,0,0,0,0,0,0,0,0,0,0,0,0,13JAN25:19:05:00,,2024,Construction,60426,238160
2611216,"Furey Roofing and Construction Company, Inc.",109076,050438662,,85 Cypress Street,Warwick,RI,02888,238160,2012,Roofing contractors,1,21,24,53546,1,0,0,0,1,0,0,1,0,0,0,0,0,04FEB25:16:08:00,,2024,Construction,02888,238160
2603638,King of Texas Roofing,113230,752969578,King of Texas Roofing,307 Gilbert Circle,Grand Prairie,TX,75050,238160,2012,Low slope roofing installation,1,21,67,118250,1,0,1,1,0,10,225,2,0,0,0,0,0,03FEB25:15:00:00,,2024,Construction,75050,238160
2883773,Molloy Roofing Company,114748,310787317,Molloy Roofing Company,11099 Deerfield Road,Cincinnati,OH,45242,238160,2012,Roofing contractors,1,21,44,87029,1,0,0,1,1,0,85,2,0,0,0,0,0,01APR25:17:59:00,,2024,Construction,45242,238160
2546722,Harness Roofing HS,115646,710654212,"Harness Roofing, Inc.",901 Hwy 62-65 North,Harrison,AR,72601,238160,2012,Roofing contractors,1,21,53,116812,2,0,0,0,0,0,0,0,0,0,0,0,0,22JAN25:19:33:00,,2024,Construction,72601,238160
2546670,Harness Roofing SD,115722,710654212,"Harness Roofing, Inc.",4185 Treadco Drive,Springdale,AR,72762,238160,2012,Roofing contractors,1,21,79,174116,1,0,0,0,1,0,0,1,0,0,0,0,0,22JAN25:19:17:00,,2024,Construction,72762,238160
2546702,Harness Roofing FS,116184,710654212,"Harness Roofing, Inc.",5324 South 31st Street,Fort Smith,AR,72901,238160,2012,Roofing contractors,1,21,54,119016,2,0,0,0,0,0,0,0,0,0,0,0,0,22JAN25:19:20:00,,2024,Construction,72901,238160
2546643,Harness Roofing LR,116213,710654212,"Harness Roofing, Inc.",11310 Otter Creek East Blvd,Mabelvale,AR,72103,238160,2012,Roofing contractors,1,21,61,134444,2,0,0,0,0,0,0,0,0,0,0,0,0,22JAN25:19:14:00,,2024,Construction,72103,238160
2546694,Harness Roofing TS,116234,710654212,"Harness Roofing, Inc.",6550 E Skelly Drive,Tulsa,OK,74145,238160,2012,Roofing contractors,1,21,57,125628,2,0,0,0,0,0,0,0,0,0,0,0,0,22JAN25:19:20:00,,2024,Construction,74145,238160
2546682,Harness Roofing Corp,116255,710654212,"Harness Roofing, Inc.",415 S Main St,Harrison,AR,72601,238160,2012,Roofing contractors,1,21,22,48488,2,0,0,0,0,0,0,0,0,0,0,0,0,22JAN25:19:19:00,,2024,Construction,72601,238160
2538432,Nu-Tec Roofing Contractors,118263,352114307,Nu-Tec Roofing Contractors LLC,5025 Emco Drive,Indianapolis,IN,46220,238160,2012,Roofing contractors,1,21,53,113791,1,0,0,1,2,0,15,3,0,0,0,0,0,21JAN25:12:50:00,,2024,Construction,46220,238160
2740720,"Roofs, Inc.",120063,362874756,"Roofs, Inc.",8722 W. 47th Street,Lyons,IL,60534,238160,2012,Roofing contractors,1,21,13,20265,2,0,0,0,0,0,0,0,0,0,0,0,0,25FEB25:19:16:00,,2024,Construction,60534,238160
2527763,MartinRoofing,120895,541591121,Charlottesville Roofing Inc. dba Martin Roofing and Sheet Metal,1835 Avon Street Ext,Charlottesville,VA,22902,238160,2012,Roofing contractors,1,1,10,15979,1,0,1,1,0,3,57,2,0,0,0,0,0,16JAN25:18:07:00,,2024,Construction,22902,238160
2567517,Chaney Roofing Maintenance Inc.,131123,341669889,"C.R.M., Inc.","7040, State Route 101 N",CLYDE,OH,43410,238160,2012,Roof membrane installation,1,21,43,77966,2,0,0,0,0,0,0,0,0,0,0,0,0,28JAN25:14:53:00,,2024,Construction,43410,238160
2563365,Exclusive Construction & Roofing Group Inc,132046,,Exclusive Construction & Roofing Group Inc,6811 SW 81st Terrace,Miami,FL,33143,236220,2012,Commercial building construction general contractors,1,2,14,27002,2,0,0,0,0,0,0,0,0,0,0,0,0,27JAN25:19:02:00,,2024,Construction,33143,236220
2584074,"A-1 Systems, Inc. ( Fort Worth location)",132677,752233561,,904 E. Waggoman St.,Fort Worth,TX,76110,238160,2012,Roofing contractors,1,21,36,65712,2,0,0,0,0,0,0,0,0,0,0,0,0,30JAN25:15:41:00,,2024,Construction,76110,238160
2612394,Eagle Rivet Roof Services Corporation,134362,421553501,Eagle Rivet Roof Services Corporation,15 Britton Drive,Bloomfield,CT,06002,238160,2012,Roofing contractors,1,21,61,114518,2,0,0,0,0,0,0,0,0,0,0,0,0,19FEB25:13:45:00,,2024,Construction,06002,238160
2553102,JBS Roofing,136508,860482466,Jim Brown & Sons Roofing Co Inc.,5537 N 59th Avenue,Glendale,AZ,85301,238160,2012,Roofing contractors,1,21,75,144146,1,0,0,0,2,0,0,2,0,0,0,0,0,23JAN25:20:41:00,,2024,Construction,85301,238160
2529075,"TeamCraft Roofing, Inc.",138518,561986226,"TeamCraft Roofing, Inc.",1316 N Long Street,Salisbury,NC,28144,238160,2012,Roofing contractors,1,3,507,960887,1,0,0,0,3,0,0,3,0,0,0,0,0,30JAN25:15:59:00,,2024,Construction,28144,238160
2646123,"Architectural Sheet Metal, Inc.",139386,593178660,,1801 Premier Row,Orlando,FL,32809,238160,2012,Roofing contractors,1,21,35,89154,1,0,0,1,0,0,15,1,0,0,0,0,0,10FEB25:21:34:00,,2024,Construction,32809,238160
2806854,Nations Roof of New England,139760,260584774,"Nations Roof of New England, LLC",420 Frontage Rd,West Haven,CT,06516,238160,2012,Roofing contractors,1,21,75,155485,2,0,0,0,0,0,0,0,0,0,0,0,0,28FEB25:16:15:00,,2024,Construction,06516,238160
2537023,"G. E. Riddiford Company, Inc.",143321,362554721,"G. E. Riddiford Company, Inc. dba Riddiford Roofing Company",2333 Hamilton Road,Arlington Heights,IL,60005,238160,2012,Roofing contractors,1,22,100,230170,1,0,0,0,1,0,0,1,0,0,0,0,0,20JAN25:20:20:00,,2024,Construction,60005,238160
2786868,"Nations Roof Gulf Coast, LLC",143803,475521881,"Nations Roof Gulf Coast, LLC",3150 Lees Lane,Mobile,AL,36693,238160,2012,Roofing contractors,1,21,25,53204,2,0,0,0,0,0,0,0,0,0,0,0,0,27FEB25:19:30:00,,2024,Construction,36693,238160
2767372,"Crowther Roofing and Sheet Metal, Inc.",143900,,"Crowther Roofing and Sheet Metal, Inc.",18958 AIRPORT RD,ROMEOVILLE,IL,60446,238160,2012,Low slope roofing installation,1,21,50,70310,2,0,0,0,0,0,0,0,0,0,0,0,0,26FEB25:21:40:00,,2024,Construction,60446,238160
2816899,Alumni Roofing Lexington,144077,341865113,Alumni Roofing Co.,2830 Lexington Avenue,Lexington,OH,44904,238160,2012,Roofing contractors,1,21,24,43699,1,0,0,1,1,0,6,2,0,0,0,0,0,28FEB25:20:23:00,,2024,Construction,44904,238160
2672080,"Townsend Roofing and Construction Services, Inc.",144093,760782834,"Townsend Roofing and Construction Services, Inc.","1740 Cocoanut Road, Unit 101",Jacksonville,FL,32224,238160,2012,Roofing contractors,1,1,16,24860,2,0,0,0,0,0,0,0,0,0,0,0,0,17FEB25:14:11:00,,2024,Construction,32224,238160
2658383,"Maloof Weathertight Solutions, LLC",144565,472529472,,99 Bargain Rd,Warner Robns,GA,31014,238160,2012,Roofing contractors,1,21,32,59785,2,0,0,0,0,0,0,0,0,0,0,0,0,12FEB25:19:53:00,,2024,Construction,31014,238160
2589421,Peterson Roofing Inc,145154,363234016,Peterson Roofing Inc,603 E. Kensington Rd.,Mt. Prospect,IL,60056,238160,2012,Low slope roofing installation,1,21,33,58608,2,0,0,0,0,0,0,0,0,0,0,0,0,30JAN25:21:12:00,,2024,Construction,60056,238160
2598671,Atlanta Roofing Plant,148031,,Owens Corning,4795 Frederick Drive,Atlanta,GA,30336,324122,2012,Asphalt shingles made from purchased asphaltic materials,1,2,126,280823,1,0,4,1,0,298,216,5,0,0,0,0,0,31JAN25:19:54:00,,2024,Manufacturing,30336,324122
2583880,Boone Brothers Roofing,149805,352166626,Boone Brothers Roofing,8909 Washington Circle,Omaha,NE,68127,238160,2012,Roofing contractors,1,21,25,47002,2,0,0,0,0,0,0,0,0,0,0,0,0,30JAN25:15:22:00,,2024,Construction,68127,238160
2508662,"Malcor Roofing of Illinois, Inc.",150128,,,1850 Dean Street,St. Charles,IL,60174,238160,2012,Roofing contractors,1,21,48,69993,1,0,1,0,0,208,0,1,0,0,0,0,0,09JAN25:14:41:00,,2024,Construction,60174,238160
2678764,"Interstate Roofing and Waterproofing, Inc.",150285,391138482,"Interstate Roofing and Waterproofing, Inc.",N5544 Commerce Road,Onalaska,WI,54650,238160,2012,Roofing contractors,1,21,77,49789,1,0,0,1,0,0,3,1,0,0,0,0,0,18FEB25:17:10:00,,2024,Construction,54650,238160
2550589,Bone Dry Roofing - Athens,153169,861081716,Bone Dry Roofing,120 Ben Burton Road,Bogart,GA,30622,238160,2012,Roofing contractors,1,21,41,81785,2,0,0,0,0,0,0,0,0,0,0,0,0,23JAN25:16:51:00,,2024,Construction,30622,238160
2621164,"Solaris Roofing Solutions, Inc.",154944,364423444,,1 N 050 Linlar Drive,Elburn,IL,60119,238160,2012,Roofing contractors,1,21,39,62979,2,0,0,0,0,0,0,0,0,0,0,0,0,05FEB25:22:05:00,,2024,Construction,60119,238160
2694766,Main Office,155285,943227246,"Frank Fiala Roofing, Inc.","1228 Quarry Lane, Suite F",Pleasanton,CA,94566,238160,2012,Roofing contractors,1,21,21,44165,1,0,1,1,0,42,63,2,0,0,0,0,0,19FEB25:23:26:00,,2024,Construction,94566,238160
2877811,"Macri Roofing, Inc.",156009,060887578,"Macri Roofing, Inc.",36 Duffy Ave,Meriden,CT,06451,238160,2012,Low slope roofing installation,1,21,30,51225,1,0,0,1,0,0,20,1,0,0,0,0,0,18MAR25:16:56:00,,2024,Construction,06451,238160
2781227,"Nations Roof West, LLC",156574,812667009,"Nations Roof West, LLC",5463 E HEDGES AVE,FRESNO,CA,93727,238160,2012,Roofing contractors,1,21,80,167351,1,0,0,1,0,0,117,1,0,0,0,0,0,27FEB25:18:05:00,,2024,Construction,93727,238160
2665292,Sterling Commercial Roofing,157010,262635202,"Sterling Commercial Roofing, A Tecta America Company, LLC",2711 Locust St.,Sterling,IL,61081,238160,2012,Roofing contractors,1,22,156,309557,1,0,1,5,1,180,43,7,0,0,0,0,0,13FEB25:21:01:00,,2024,Construction,61081,238160
2604518,"DCG Roofing Solutions, Inc.",157397,205216594,"DCG Roofing Solutions, Inc",2045 Janice Ave.,Melrose Park,IL,60160,238160,2012,Roofing contractors,1,22,123,135539,1,0,2,0,0,108,0,2,0,0,0,0,0,03FEB25:16:29:00,,2024,Construction,60160,238160
2533019,"Ridgeworth Roofing Co., Inc.",157476,362791119,,121 Ontario Street,Frankfort,IL,60423,238160,2012,Roofing contractors,1,21,19,30969,2,0,0,0,0,0,0,0,0,0,0,0,0,17JAN25:20:14:00,,2024,Construction,60423,238160
