id,establishment_name,establishment_id,ein,company_name,street_address,city,state,zip_code,naics_code,naics_year,industry_description,establishment_type,size,annual_average_employees,total_hours_worked,no_injuries_illnesses,total_deaths,total_dafw_cases,total_djtr_cases,total_other_cases,total_dafw_days,total_djtr_days,total_injuries,total_skin_disorders,total_respiratory_conditions,total_poisonings,total_hearing_loss,total_other_illnesses,created_timestamp,change_reason,year_filing_for,sector,zipcode,naics_char
2808163,Sherriff-Goslin Company,230537,,Sherriff-Goslin Company,10 Avenue C,Springfield,MI,49037,238160,2012,Asphalt roof shingle installation,1,22,157,233409,1,0,3,0,2,113,51,5,0,0,0,0,0,28FEB25:18:24:00,,2024,Construction,49037,238160
2790353,Albany Office,230696,042630303,"Titan Roofing, Inc.",32 Railroad Avenue,Albany,NY,12205,238160,2012,Roofing contractors,1,22,138,270570,1,0,4,1,2,248,133,7,0,0,0,0,0,28FEB25:17:09:00,,2024,Construction,12205,238160
2806820,Quincy Office,230760,042630303,"Titan Roofing, Inc.",115 Old Colony Avenue,Quincy,MA,02170,238160,2012,Roofing contractors,1,22,137,259538,1,0,3,1,1,17,10,5,0,0,0,0,0,28FEB25:17:09:00,,2024,Construction,02170,238160
2835177,Asheville,231134,560130810,Baker Roofing,48 Emma Sharpe Rd,Mills River,NC,28759,238160,2012,"Roofing, Siding, Sheet Metal",1,1,25,56959,1,0,1,0,0,20,0,1,0,0,0,0,0,02MAR25:03:31:00,,2024,Construction,28759,238160
2835211,Charleston,231137,560130810,Baker Roofing,7620 Southrail Rd,North Charleston,SC,29420,238160,2012,"Roofing, Siding, Sheet Metal",1,1,39,77810,1,0,0,2,1,0,46,3,0,0,0,0,0,02MAR25:03:31:00,,2024,Construction,29420,238160
2835185,Nashville,231148,560130810,Baker Roofing,105 Tennessee Way,Nashville,TN,37075,238160,2012,"Roofing, Siding, Sheet Metal",1,1,42,85338,1,0,1,0,0,4,80,1,0,0,0,0,0,02MAR25:03:31:00,,2024,Construction,37075,238160
2835213,Restoration,231159,560130810,Baker Roofing,3500 Regency Parkway,Cary,NC,27603,238160,2012,"Roofing, Siding, Sheet Metal",1,1,29,57577,1,0,0,2,1,0,177,3,0,0,0,0,0,02MAR25:03:31:00,,2024,Construction,27603,238160
2835188,Roanoke,231166,560130810,Baker Roofing,3361 Melrose Ave NW,Roanoke,VA,24017,238160,2012,"Roofing, Siding, Sheet Metal",1,1,52,102156,1,0,0,1,0,0,180,1,0,0,0,0,0,02MAR25:03:31:00,,2024,Construction,24017,238160
2532031,"Tarheel Roofing, Inc.",234946,592679504,"Tarheel Roofing, Inc.",2600 22 Street North,St. Petersburg,FL,33713,238160,2012,Roofing contractors,1,21,65,135335,1,0,5,0,0,42,0,5,0,0,0,0,0,17JAN25:18:03:00,,2024,Construction,33713,238160
2536057,David Lundberg Bldg & Roofing Contractor,235499,542131055,David Lundberg Bldg & Roofing Contractor,1709 Howell Branch Road,Winter Park,FL,32789,238160,2012,Roofing contractors,1,21,27,58506,1,0,1,0,1,1,0,2,0,0,0,0,0,20JAN25:18:14:00,,2024,Construction,32789,238160
2786597,Nations Roof Central LLC,247150,260137335,NATIONS ROOF CENTRAL LLC,2914 LAWING LN,ROWLETT,TX,75088,238160,2012,Roofing contractors,1,21,38,79261,2,0,0,0,0,0,0,0,0,0,0,0,0,27FEB25:19:18:00,,2024,Construction,75088,238160
1002749054,TLGowin Corporate,248123,582412957,"T. L. Gowin & Company, Inc.","90 Kelli Clark Ct. SE, Ste A",Cartersville,GA,30121,238160,2012,Low slope roofing installation,1,21,30,62285,2,0,0,0,0,0,0,0,0,0,0,0,0,24FEB25:16:48:55,,2024,Construction,30121,238160
2860388,"Wray Roofing, Inc",248366,480924349,Wray Roofing,PO Box 420,North Newton,KS,67117,238160,2012,Low slope roofing installation,1,21,87,191922,1,1,1,1,2,61,136,5,0,0,0,0,0,05MAR25:15:03:00,,2024,Construction,67117,238160
2506459,warehouse,251498,452933462,"JRT Top Notch Roofs, LLC",350 South Tower St. Suite1,Saukville,WI,53080,238160,2012,Roofing contractors,1,21,19,28116,2,0,0,0,0,0,0,0,0,0,0,0,0,08JAN25:16:22:00,,2024,Construction,53080,238160
1002541569,Lexington Kentucky Office,254633,550591155,Tri-State Roofing & Sheet Metal Company of Kentucky,1624 Old Frankfort Pike,Lexington,KY,40504,238160,2012,Asphalt roof shingle installation,1,21,45,81254,2,0,0,0,0,0,0,0,0,0,0,0,0,13JAN25:17:37:10,,2024,Construction,40504,238160
2616483,"M.W. Morss Roofing, Inc.",259264,382512455,"M.W. Morss, Inc.",15423 Oakwood Drive,Romulus,MI,48174,238160,2012,Low slope roofing installation,1,21,19,33528,2,0,0,0,0,0,0,0,0,0,0,0,0,05FEB25:15:14:00,,2024,Construction,48174,238160
2747634,Tecta America East LLC - Glen Rock,259879,202909223,Tecta America East LLC,342 Commerce Drive,Glen Rock,PA,17327,238160,2012,Asphalt roof shingle installation,1,21,35,66906,2,0,0,0,0,0,0,0,0,0,0,0,0,26FEB25:15:15:00,,2024,Construction,17327,238160
2747655,Tecta America East LLC - Jessup,259887,202909223,Tecta America East LLC,7340 Montevideo Road,Jessup,MD,20794,238160,2012,Asphalt roof shingle installation,1,21,37,79798,1,0,2,0,0,360,0,2,0,0,0,0,0,26FEB25:15:15:00,,2024,Construction,20794,238160
2564964,"East Moline Sheet Metal Co., Inc.",259909,200312596,"East Moline Sheet Metal Co., Inc.",3001 48th Ave,Moline,IL,61265,238160,2012,Sheet metal roofing installation,1,21,38,65920,2,0,0,0,0,0,0,0,0,0,0,0,0,27JAN25:20:58:00,,2024,Construction,61265,238160
2605133,"Economy Roofing & Insulating Co., Inc",261134,420667583,"Economy Roofing & Insulating Co., Inc",4121 State Street,Bettendorf,IA,52722,238160,2012,Roofing contractors,1,21,24,36000,1,0,0,0,4,0,0,4,0,0,0,0,0,03FEB25:17:16:00,,2024,Construction,52722,238160
2562933,"Total Quality Roofing,Inc.",261351,593406730,"Total Quality Roofing,Inc.",6994 Duck Cove Rd,Tallahassee,FL,32312,238160,2012,Roofing contractors,1,1,17,36148,2,0,0,0,0,0,0,0,0,0,0,0,0,27JAN25:18:23:00,,2024,Construction,32312,238160
2652720,"Missouri Builders Service, Inc.",264240,431532256,"Missouri Builders Service, Inc",3807 Route CC,Jefferson City,MO,65109,238160,2012,Roofing contractors,1,22,142,233461,1,0,1,0,1,72,56,2,0,0,0,0,0,11FEB25:20:15:00,,2024,Construction,65109,238160
2506450,Saukville,264770,452862309,JT Rams LLC,350 S. Tower St. Suite 2,Saukville,WI,53080,238160,2012,Roofing contractors,1,21,28,39228,2,0,0,0,0,0,0,0,0,0,0,0,0,08JAN25:16:19:00,,2024,Construction,53080,238160
2607175,TRANS COASTAL CONSTRUCTION,265003,591566091,TRANS COASTAL CONSTRUCTION,1425 WILKINS AVENUE,WPB,FL,33401,238160,2012,Roofing contractors,1,1,11,20466,2,0,0,0,0,0,0,0,0,0,0,0,0,03FEB25:19:19:00,,2024,Construction,33401,238160
2775542,"Elmer W. Davis, Inc",265392,,"Elmer W. Davis, Inc",1217 Clifford Ave,Rochester,NY,14621,238160,2012,Roofing contractors,1,3,250,260723,1,0,6,1,5,751,0,12,0,0,0,0,0,02MAR25:17:28:00,,2024,Construction,14621,238160
2639445,"Thomas Industries, Inc.",265545,630802633,"Thomas Industries, Inc.",2789 MacMae Dr,MOBILE,AL,36606,238160,2012,Roofing contractors,1,21,79,163047,2,0,0,0,0,0,0,0,0,0,0,0,0,10FEB25:18:23:00,,2024,Construction,36606,238160
2504980,Roof Maintenance Systems,265642,222016917,Roof Maintenance Systems,1060 Route 33,Freehold,NJ,07728,238160,2012,Roofing contractors,1,21,16,27763,2,0,0,0,0,0,0,0,0,0,0,0,0,07JAN25:19:47:00,,2024,Construction,07728,238160
2806099,"Feeley, McAnespie, Inc.",265683,043234436,"Feeley, McAnespie, Inc.",200 Tanner Stret,Lowell,MA,01852,238160,2012,Low slope roofing installation,1,21,19,34368,1,0,1,0,0,2,0,1,0,0,0,0,0,28FEB25:15:51:00,,2024,Construction,01852,238160
2617949,Maggio Roofing,265724,521821225,Maggio Roofing,6476 Sligo Mill Road,Takoma Park,MD,20912,238160,2012,Roofing contractors,1,21,15,36110,1,0,3,0,0,11,0,3,0,0,0,0,0,05FEB25:17:21:00,,2024,Construction,20912,238160
2588440,SRC - Tucson,266414,860492261,Scott Roofing Company,2602 E Ganley Rd,Tucson,AZ,85706,238160,2012,Roofing contractors,1,1,3,6240,2,0,0,0,0,0,0,0,0,0,0,0,0,30JAN25:20:23:00,,2024,Construction,85706,238160
2879298,"Midwest Coating, Inc.",267030,480896503,"Midwest Coating, Inc.",3830 NW 16th Street,Topeka,KS,66618,238160,2012,Roofing contractors,1,21,37,93597,1,0,1,0,0,28,0,1,0,0,0,0,0,20MAR25:20:22:00,,2024,Construction,66618,238160
2506402,Delta Innovative Services Inc,272026,200820115,Delta Innovative Services,4141 Fairbanks Ave,Kansas City,KS,66106,238160,2012,Roofing contractors,1,22,145,229963,1,0,0,1,2,0,71,2,0,0,0,0,1,08JAN25:16:17:00,,2024,Construction,66106,238160
2668347,"South Central Roofing, Inc.",273317,352087207,"South Central Roofing, Inc.",1650 N State Rd 46,Columbus,IN,47203,238160,2012,Roofing contractors,1,1,18,32589,1,0,1,0,0,2,0,1,0,0,0,0,0,14FEB25:17:30:00,,2024,Construction,47203,238160
2508525,"Pickard Roofing Co., Inc.",274486,561317669,"Pickard Roofing Co., inc.",823 E Trinity Ave,Durham,NC,27704,238160,2012,Roofing contractors,1,1,18,28387,1,0,1,0,0,2,0,1,0,0,0,0,0,09JAN25:14:03:00,,2024,Construction,27704,238160
2673792,Gulf Coast Roofing Co,276606,591642967,"Gulf Coast Roofing Co., Inc",2101 J And C Blvd,Naples,FL,34109,238160,2012,Roofing contractors,1,21,36,52031,1,0,0,0,5,0,0,5,0,0,0,0,0,17FEB25:17:17:00,,2024,Construction,34109,238160
2632120,"Southern Coast Enterprises, Inc.",276613,650417787,"Southern Coast Enterprises, Inc.",272 NW 2nd St,Deerfield Beach,FL,33441,238160,2012,Roofing contractors,1,21,60,129560,1,0,1,2,3,1,2,6,0,0,0,0,0,07FEB25:21:12:00,,2024,Construction,33441,238160
2713317,Black Hawk Roof Company,278786,421405570,Black Hawk Roof Co.,2843 Geraldine Rd,Waterloo,IA,50703,238160,2012,Low slope roofing installation,1,21,55,129480,2,0,0,0,0,0,0,0,0,0,0,0,0,21FEB25:15:49:00,,2024,Construction,50703,238160
2570870,"L. Marshall, Inc.",279984,362825423,,2100 Lehigh Avenue,Glenview,IL,60026,238160,2012,Roofing contractors,1,21,70,87652,2,0,0,0,0,0,0,0,0,0,0,0,0,28JAN25:19:00:00,,2024,Construction,60026,238160
2544207,Wolkow Braker Roofing Corp.,280015,111501779,Wolkow Braker Roofing Corp.,160 Terminal Drive,Plainview,NY,11803,238160,2012,Roofing contractors,1,22,140,302960,2,0,0,0,0,0,0,0,0,0,0,0,0,22JAN25:15:35:00,,2024,Construction,11803,238160
2675441,Eberhard,282113,953071086,Eberhard,15220 Raymer St,Van Nuys,CA,91405,238160,2012,Roofing contractors,1,22,145,22470,2,0,0,0,0,0,0,0,0,0,0,0,0,17FEB25:20:01:00,,2024,Construction,91405,238160
2570918,"Rainbow Roofing Company, Inc.",282710,,"Rainbow Roofing Co., Inc.",7 Morgan Drive,Sinking Spring,PA,19608,238160,2012,Roofing contractors,1,1,12,22117,2,0,0,0,0,0,0,0,0,0,0,0,0,28JAN25:19:03:00,,2024,Construction,19608,238160
2516590,Voss Inc dba,282840,593015233,Jack C Wilson Roofing Co,4522 St Augustine Rd,Jacksonville,FL,32207,238160,2012,Asphalt roof shingle installation,1,21,42,82805,1,0,1,1,0,10,10,1,0,0,0,0,1,13JAN25:21:25:00,,2024,Construction,32207,238160
2592418,"Morristown Roofing Company, Inc.",282876,621046724,"Morristown Roofing Company, Inc.",7840 East Andrew Johnson Hwy,Whitesburg,TN,37891,238160,2012,Roofing contractors,1,21,38,89563,1,0,1,1,0,26,63,2,0,0,0,0,0,31JAN25:13:35:00,,2024,Construction,37891,238160
2626451,"Ketcher & Company, Inc.",283989,,"Ketcher & Company, Inc.",1717 E 5th Street,North Little Rock,AR,72114,238160,2012,Roofing contractors,1,21,53,73921,2,0,0,0,0,0,0,0,0,0,0,0,0,06FEB25:21:45:00,,2024,Construction,72114,238160
2638908,"Cooper Roofing & Solar, LLC.",285289,270365569,"Cooper Roofing & Solar, LLC.",5795 S Rogers St,Las Vegas,NV,89118,238160,2012,Roofing contractors,1,3,373,824968,1,0,1,16,0,4,584,17,0,0,0,0,0,10FEB25:18:17:00,,2024,Construction,89118,238160
2504608,Quaglino Roofing,285740,952507376,- Select -,815 Fiero Lane,San Luis Obispo,CA,93401,238160,2012,Roofing contractors,1,21,39,78836,1,0,2,0,1,161,0,3,0,0,0,0,0,07JAN25:18:37:00,,2024,Construction,93401,238160
2576261,BONDED APPLICATORS INC.,286396,231291914,BONDED APPLICATORS INC.,68 E MAIN ST,WAYNESBORO,PA,17268,238160,2012,Low slope roofing installation,1,1,16,29236,2,0,0,0,0,0,0,0,0,0,0,0,0,29JAN25:16:06:00,,2024,Construction,17268,238160
2505807,Service Roofing Company,286474,420895028,Service Roofing Company,123 Arizona Street,Waterloo,IA,50703,238160,2012,Roofing contractors,1,21,23,32158,1,0,0,1,2,0,13,3,0,0,0,0,0,08JAN25:13:30:00,,2024,Construction,50703,238160
2853095,"Bartch Roofing Co., Inc.",287143,431132731,"Bartch Roofing Co., Inc.",13575 Northwest Ind Dr,BRIDGETON,MO,63044,238160,2012,Roofing contractors,1,21,25,62495,2,0,0,0,0,0,0,0,0,0,0,0,0,03MAR25:16:23:00,,2024,Construction,63044,238160
2788630,Plattsburgh,289466,042630303,"Titan Roofing, Inc","20 Trade Rd, Suite 24",Plattsburgh,NY,12901,238160,2012,Asphalt roof shingle installation,1,1,2,4642,2,0,0,0,0,0,0,0,0,0,0,0,0,27FEB25:20:06:00,,2024,Construction,12901,238160
2563170,Allweather Roof,291746,411536214,Allweather Roof,9211 Plymouth Avenue North,Golden Valley,MN,55427,238160,2012,Roofing contractors,1,21,84,164902,2,0,0,0,0,0,0,0,0,0,0,0,0,27JAN25:18:48:00,,2024,Construction,55427,238160
2858665,Rey Crest Roofing and Waterproofing,291792,953057325,Rey Crest Roofing and Waterproofing,3065 VERDUGO RD,LOS ANGELES,CA,90065,238160,2012,Asphalt roof shingle installation,1,21,35,78750,1,0,1,0,0,4,0,1,0,0,0,0,0,04MAR25:18:10:00,,2024,Construction,90065,238160
2658740,Security-Luebke Roofing Inc.,292422,462614838,Security-Luebke Roofing Inc.,3921 E. Endeavor Dr.,Appleton,WI,54915,238160,2012,Roofing contractors,1,22,96,208512,1,0,2,8,5,148,27,14,1,0,0,0,0,12FEB25:20:17:00,,2024,Construction,54915,238160
2854148,"Antilles Roofing Co., Inc.",293970,660431773,"Antilles Roofing Co., Inc.",PO BOX 363145,SAN JUAN,PR,00936,238160,2012,Roofing contractors,1,21,27,46948,1,0,3,0,0,17,0,3,0,0,0,0,0,03MAR25:18:09:00,,2024,Construction,00936,238160
2536825,Jeff Eubank Roofing,294638,752250258,Jeff Eubank Roofing,1900 Northpark Drive,Fort Worth,TX,76102,238160,2012,Low slope roofing installation,1,21,76,177583,1,0,0,3,1,0,9,4,0,0,0,0,0,20JAN25:19:44:00,,2024,Construction,76102,238160
2507073,Star Roofing,299617,161519703,"Star Improvements, Inc",16 Van Rensselaer Road,Albany,NY,12205,238160,2012,Roofing contractors,1,21,41,79439,1,0,4,0,1,189,0,5,0,0,0,0,0,08JAN25:18:53:00,,2024,Construction,12205,238160
2831568,"Birdair, Inc.",300444,161244477,"Birdair, Inc.","5500 Main Street, Suite 206",Amherst,NY,14221,238160,2012,Roof membrane installation,1,21,40,84016,2,0,0,0,0,0,0,0,0,0,0,0,0,01MAR25:15:45:00,,2024,Construction,14221,238160
2537991,Starkweather Roofing Inc,306773,860843434,Starkweather Roofing Inc,29455 N Cave Creek Rd Ste 118-631,Cave Creek,AZ,85331,238160,2012,Roofing contractors,1,22,108,217960,1,0,0,2,0,0,17,1,0,0,0,0,1,22JAN25:15:31:00,,2024,Construction,85331,238160
2605328,Four Seasons Kanga Roof,307606,371532159,Four Seasons Kanga Roof,29153  Groesbeck,Roseville,MI,48066,238160,2012,Roofing contractors,1,21,65,120480,1,0,4,0,11,167,0,15,0,0,0,0,0,03FEB25:17:40:00,,2024,Construction,48066,238160
1002556806,"Alex Roofing Co., Inc.",307911,251358277,"Alex Roofing Co., Inc.",1644 East 12th Street,Erie,PA,16511,238160,2012,Roofing contractors,1,21,13,18285,1,0,0,0,1,0,0,1,0,0,0,0,0,17JAN25:14:22:20,,2024,Construction,16511,238160
2499920,Highland - Wilmington,310135,,Highland Roofing Company,4310 Deer Creek Ln,Wilmington,NC,28405,238160,2012,Roofing contractors,1,21,40,78057,2,0,0,0,0,0,0,0,0,0,0,0,0,03JAN25:16:08:00,,2024,Construction,28405,238160
2674971,"RoofOptions, LLC",319579,900195289,RoofOptions LLC,5712 Weatherstone Way,Johnsburg,IL,60051,238160,2012,Roof membrane installation,1,21,80,165818,2,0,0,0,0,0,0,0,0,0,0,0,0,17FEB25:19:34:00,,2024,Construction,60051,238160
2563799,"S.G.O. Roofing and Construction, LLC",323259,411990384,"S.G.O. Roofing & Construction, LLC",7099 Longview Lane,Prior Lake,MN,55372,238160,2012,Roofing contractors,1,2,15,14716,2,0,0,0,0,0,0,0,0,0,0,0,0,27JAN25:19:33:00,,2024,Construction,55372,238160
2583888,Boone Brothers Iowa,323528,352197691,Boone Brothers Roofing,1432 Leech Ave,Sioux City,IA,51101,238160,2012,Roofing contractors,1,1,13,27649,2,0,0,0,0,0,0,0,0,0,0,0,0,30JAN25:15:23:00,,2024,Construction,51101,238160
2583872,Boone Brothers Kansas,323544,352166626,Boone Brothers Roofing,1060 W. Santa Fe,Olathe,KS,66061,238160,2012,Roofing contractors,1,21,42,76460,2,0,0,0,0,0,0,0,0,0,0,0,0,30JAN25:15:21:00,,2024,Construction,66061,238160
2860442,1300,324417,251194990,CentiMark Corporation,8351 Bristol Ct.,Jessup,MD,20794,238160,2012,Roofing contractors,1,21,56,84929,1,0,1,0,0,180,0,1,0,0,0,0,0,05MAR25:15:28:00,,2024,Construction,20794,238160
2591033,Tunnell Roofing Co Inc,326358,952469085,Tunnell Roofing Co Inc,715 S Curryer St,Santa Maria,CA,93458,238160,2012,Roofing contractors,1,21,23,40642,2,0,0,0,0,0,0,0,0,0,0,0,0,30JAN25:23:00:00,,2024,Construction,93458,238160
2857166,Howard Roofing main office,326923,953902188,"Howard Roofing Company, Inc.",245 N. Mountain View Avenue,Pomona,CA,91767,238160,2012,Roofing contractors,1,22,100,234598,1,0,5,0,2,187,0,7,0,0,0,0,0,03MAR25:23:24:00,,2024,Construction,91767,238160
2675882,"John A. Dalsin & Son, Inc.",330198,411408661,"John A. Dalsin & Son, Inc.",2830 - 20TH AVENUE SOUTH,MINNEAPOLIS,MN,55407,238160,2012,Low slope roofing installation,1,21,79,142092,1,0,5,2,0,216,21,7,0,0,0,0,0,17FEB25:21:26:00,,2024,Construction,55407,238160
2567332,The Duerson Corporation,341601,,The Duerson Corporation,601 1st Ave N,Altoona,IA,50009,238160,2012,Roofing contractors,1,1,18,35528,2,0,0,0,0,0,0,0,0,0,0,0,0,28JAN25:14:38:00,,2024,Construction,50009,238160
2546077,"Roof Tech, Inc.",343952,,"Roof Tech, Inc.",1775 Industrial Blvd S,Stillwater,MN,55082,238160,2012,Roofing contractors,1,2,29,42192,2,0,0,0,0,0,0,0,0,0,0,0,0,22JAN25:18:46:00,,2024,Construction,55082,238160
2715862,"Lehman Roofing, Inc",344172,,"Lehman Roofing, Inc",2005 Allens Ln,Evansville,IN,47720,238160,2012,Roofing contractors,1,21,27,57199,2,0,0,0,0,0,0,0,0,0,0,0,0,21FEB25:19:37:00,,2024,Construction,47720,238160
2560625,Shop,344895,371690357,Diverse Construction Service LLC,82 38th Avenue Northeast,Columbia Heights,MN,55421,238160,2012,Roofing contractors,1,2,14,1003375,2,0,0,0,0,0,0,0,0,0,0,0,0,27JAN25:14:16:00,,2024,Construction,55421,238160
2671464,"Gregs Roofing, Inc.",345035,592117742,Greg's Roofing Inc.,545 Parque Dr.,Ormond Beach,FL,32174,238160,2012,Roofing contractors,1,21,22,38824,1,0,1,0,0,60,0,1,0,0,0,0,0,16FEB25:17:10:00,,2024,Construction,32174,238160
2580567,"N.F. Mansuetto & Sons, Inc.",345484,550483513,"N.F. Mansuetto & Sons, Inc.",116 Wood St,Martins Ferry,OH,43935,238160,2012,Roofing contractors,1,21,70,130259,2,0,0,0,0,0,0,0,0,0,0,0,0,29JAN25:21:03:00,,2024,Construction,43935,238160
2656270,"CIRSCO,  Commercial Industrial Roof Services Company, Inc.",347433,510426839,"CIRSCO,  Commercial Industrial Roof Services Company, Inc.",5909 E Broadway Avenue,Tampa,FL,33619,238160,2012,Roofing contractors,1,21,11,18365,2,0,0,0,0,0,0,0,0,0,0,0,0,12FEB25:16:38:00,,2024,Construction,33619,238160
2556028,"Hale Contracting, Inc.",347540,161513772,"Hale Contracting, Inc.",2054 Grand Central Avenue,Horseheads,NY,14845,238160,2012,Roofing contractors,1,22,98,161860,2,0,0,0,0,0,0,0,0,0,0,0,0,24JAN25:16:44:00,,2024,Construction,14845,238160
2578168,Dunmore Roofing & Supply Co. Inc.,350878,231736824,Dunmore Roofing & Supply Co. Inc.,158 Tigue St.,Dunmore,PA,18512,238160,2012,Roofing contractors,1,21,35,59663,1,0,2,0,0,69,0,2,0,0,0,0,0,29JAN25:18:38:00,,2024,Construction,18512,238160
2511162,"Showalter Roofing Services, Inc.",351142,363132849,"Showalter Roofing Services, Inc.",25W048 Ramm Drive,Naperville,IL,60564,238160,2012,Roofing contractors,1,21,23,43541,2,0,0,0,0,0,0,0,0,0,0,0,0,09JAN25:22:21:00,,2024,Construction,60564,238160
2720913,Dalex Construction Inc,351538,352250654,Dalex Construction Inc,1974 Eggert Rd,Amherst,NY,14226,238160,2012,Asphalt roof shingle installation,1,21,20,34909,2,0,0,0,0,0,0,0,0,0,0,0,0,24FEB25:16:17:00,,2024,Construction,14226,238160
2877252,Los Gatos Roofing,351728,770582888,"Jireh, Inc.",888 Faulstich Ct.,San Jose,CA,95112,238160,2012,Asphalt roof shingle installation,1,21,68,85823,1,0,2,4,3,92,176,9,0,0,0,0,0,17MAR25:19:46:00,,2024,Construction,95112,238160
2596801,"Jim Murray Roofing, Inc.",356679,814059502,"Jim Murray Roofing, Inc.",322 N Tustin St,Orange,CA,92867,238160,2012,Roofing contractors,1,21,45,93600,1,0,0,7,0,0,259,7,0,0,0,0,0,31JAN25:18:16:00,,2024,Construction,92867,238160
2863201,The Quality Roofing Company,356915,440400020,The Quality Roofing Company,1315 West 8th Street,Kansas City,MO,64101,238160,2012,Roofing contractors,1,21,24,37756,1,0,0,1,0,0,2,1,0,0,0,0,0,06MAR25:16:44:00,,2024,Construction,64101,238160
2660281,"the Melanson Company, a Tecta America Company LLC DBA Vermont Roofing Company",356947,832207831,"The Melanson Company, a Tecta America Company LLC",1325 Harwood Hil Road Route 7A,Bennington,VT,05201,238160,2012,Roofing contractors,1,21,16,32534,2,0,0,0,0,0,0,0,0,0,0,0,0,13FEB25:12:41:00,,2024,Construction,05201,238160
2556355,"Rio Roofing, Inc.",357621,742427440,"Rio Roofing, Inc.",22452 US 77 EXPY,Harlingen,TX,78552,238160,2012,Roofing contractors,1,21,42,90350,1,0,3,1,0,21,14,4,0,0,0,0,0,24JAN25:17:14:00,,2024,Construction,78552,238160
2568789,"Watkins Roofing, Inc.",357895,431003848,"Watkins Roofing, Inc.",4401 I-70 Drive SE,Columbia,MO,65201,238160,2012,Low slope roofing installation,1,21,75,145902,2,0,0,0,0,0,0,0,0,0,0,0,0,28JAN25:16:45:00,,2024,Construction,65201,238160
2719020,"Hinshaw Roofing & Sheet Metal Co., Inc",357977,,,2452 South State Road 39,Frankfort,IN,46041,238160,2012,Roofing contractors,1,21,65,127276,1,0,0,1,1,0,111,2,0,0,0,0,0,24FEB25:12:52:00,,2024,Construction,46041,238160
2513486,Alcal Fremont Roofing,358690,680526024,"Alcal Specialty Contracting, Inc",42950 Osgood Rd,Fremont,CA,94539,238160,2012,Roofing contractors,1,22,166,271724,1,0,3,1,2,208,182,6,0,0,0,0,0,10JAN25:22:52:00,,2024,Construction,94539,238160
2712735,Herzog Roofing,361937,411380767,Herzog Roofing,30183 State Hwy 34E,Detroit Lakes,MN,56502,238160,2012,Roofing contractors,1,21,93,200747,1,0,3,2,7,86,10,12,0,0,0,0,0,21FEB25:14:55:00,,2024,Construction,56502,238160
2886929,Interstate Corporation,362470,521562512,,16031 Industrial Drive,Gaithersburg,MD,20877,238160,2012,Roofing contractors,1,21,38,80908,2,0,0,0,0,0,0,0,0,0,0,0,0,24APR25:16:54:00,,2024,Construction,20877,238160
2498309,"Hertless Brothers Roofing, Inc.",363014,202009976,"Hertless Brothers Roofing, Inc.",1733 Arlington Rd,Richmond,VA,23230,238160,2012,Roofing contractors,1,21,17,29682,2,0,0,0,0,0,0,0,0,0,0,0,0,02JAN25:14:24:00,,2024,Construction,23230,238160
2626252,"MAXIM ROOFING COMPANY, LLC",363032,454993067,"MAXIM ROOFING COMPANY, LLC",500 W. Dayton Dr.,FAIRBORN,OH,45324,238160,2012,Roofing contractors,1,21,31,50570,1,0,1,0,0,151,0,1,0,0,0,0,0,06FEB25:21:20:00,,2024,Construction,45324,238160
2530409,"D&L Roofing, LLC",363319,272001551,"D&L Roofing, LLC","6500 W RICHMAR AVE, STE 100",LAS VEGAS,NV,89139,238160,2012,Roofing contractors,1,21,65,95371,1,0,2,0,0,48,48,2,0,0,0,0,0,17JAN25:15:00:00,,2024,Construction,89139,238160
2657398,"Highland Commercial Roofing SoCal, LLC",364262,954618821,"Highland Commercial Roofing SoCal, LLC",5105 Heintz Street,Baldwin Park,CA,91706,238160,2012,Roofing contractors,1,21,114,228913,1,0,5,3,0,357,169,8,0,0,0,0,0,12MAR25:18:57:00,,2024,Construction,91706,238160
2660615,J.P. Patti Tecta America LLC.,366505,,Tecta America,365 Jefferson St,Saddle Brook,NJ,07663,238160,2012,Roofing contractors,1,21,31,54166,2,0,0,0,0,0,0,0,0,0,0,0,0,13FEB25:14:29:00,,2024,Construction,07663,238160
2865562,"Hartford South, LLC",366940,,"Hartford South, LLC",7326 South Orange Ave,Orlando,FL,32809,238160,2012,Low slope roofing installation,1,22,94,238160,1,0,0,1,0,0,23,1,0,0,0,0,0,10MAR25:11:15:00,,2024,Construction,32809,238160
2854603,KSM,366990,461305282,"Kirtley Roofing and Sheet Metal, LLC",18902 Hamish Rd,Tomball,TX,77377,238160,2012,Roof membrane installation,1,21,71,105871,2,0,0,0,0,0,0,0,0,0,0,0,0,03MAR25:19:02:00,,2024,Construction,77377,238160
2745686,"Division 7 Services, Inc",371065,,"Division 7 Services, Inc",12116 Madera Way,Riverside,CA,92503,238160,2012,Roofing contractors,1,21,71,125207,1,0,1,3,4,1,255,8,0,0,0,0,0,25FEB25:23:35:00,,2024,Construction,92503,238160
2776921,"Lydick-Hooks Roofing Co. of Wichita Falls, Inc.",374660,751492477,"Lydick-Hooks Roofing Co. of Wichita Falls, Inc.",1501 Central Fwy East,Wichita Falls,TX,76302,238160,2012,Roofing contractors,1,21,24,50924,1,0,0,0,1,0,0,1,0,0,0,0,0,27FEB25:15:47:00,,2024,Construction,76302,238160
