"id","company_name","establishment_name","ein","street_address","city","state","zip_code","naics_code","industry_description","annual_average_employees","total_hours_worked","no_injuries_illnesses","total_deaths","total_dafw_cases","total_djtr_cases","total_other_cases","total_dafw_days","total_djtr_days","total_injuries","total_poisonings","total_respiratory_conditions","total_skin_disorders","total_hearing_loss","total_other_illnesses","establishment_id","establishment_type","size","year_filing_for","created_timestamp","change_reason"
1426510.00,"Harris Brothers Roofing Company","Harris Brothers Roofing Company","550365966","1533 Hansford Street","Charleston","WV","25311","238160"," Roofing contractors ",39.00,78853.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,138886.00,1.00,2.00,2021.00,1/3/2022 20:53:42,
1426520.00,"D.R. Martineau Construction Inc.","D.R. Martineau Construction","411821411","3591 Work Dr. Unit A","Ft Myers ","FL","33916","238160"," Roofing contractors ",45.00,63936.00,1.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,272593.00,1.00,2.00,2021.00,1/3/2022 21:00:02,
1426648.00,,"A.W. Therrien Co., Inc.","020232174","199 Hayward St.","Manchester","NH","03103","238160"," Asphalt roof shingle installation ",30.00,53432.00,1.00,0.00,0.00,4.00,0.00,0.00,125.00,3.00,0.00,0.00,1.00,0.00,0.00,104119.00,1.00,2.00,2021.00,1/4/2022 13:15:40,
1426659.00,"Belcher Roofing Corporation","Belcher Roofing Corporation","232293264","111 Commerce Drive","Montgomeryville","PA","18936","238160"," Roof membrane installation ",81.00,129898.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46059.00,1.00,2.00,2021.00,1/4/2022 13:41:59,
1426711.00,"Carlon Roofing & Sheet Metal, Inc.","Carlon Roofing & Sheet Metal, Inc","611172306","1430 Selinda Avenue","Louisville","KY","40213","238160"," Roof membrane installation ",48.00,97743.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,423145.00,1.00,2.00,2021.00,1/4/2022 14:45:13,
1426784.00,"Jottan, Inc.","Jottan, Inc.","222768915","One Underwood Court","Delran","NJ","08075","238160"," Low slope roofing installation ",85.00,148155.00,1.00,0.00,0.00,1.00,1.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,170856.00,1.00,2.00,2021.00,1/4/2022 15:30:58,
1426819.00,"Northern Ohio Roofing & Sheet Metal Inc","Northern Ohio Roofing & Sheet Metal Inc","341095483","880 Infirmary Rd","Elyria","OH","440354819","238160"," Roofing contractors ",13.00,18955.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,675236.00,1.00,2.00,2021.00,1/4/2022 16:01:54,
1427011.00,"Roberts Roofing Company","Roberts Roofing Co","341418432","1799 Joseph Lloyd Pkwy","Willoughby","OH","44094","238160"," Low slope roofing installation ",24.00,45189.00,1.00,0.00,0.00,0.00,3.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,795335.00,1.00,2.00,2021.00,1/4/2022 18:18:10,
1427107.00,"Veterans National Property Services","Veterans National Property Services","471304777","14034 N Florida Ave","Tampa","FL","33613","238160"," Asphalt roof shingle installation ",23.00,41600.00,1.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,542790.00,1.00,2.00,2021.00,1/4/2022 19:27:45,
1427180.00,"Pfeifer Roofing, Inc.","Pfeifer Roofing, Inc","931225470","4835 Ridge Drive NE","Salem","OR","97301","238160"," Shake and shingle, roof, installation ",65.00,136327.00,1.00,0.00,0.00,4.00,3.00,0.00,102.00,7.00,0.00,0.00,0.00,0.00,0.00,795401.00,1.00,2.00,2021.00,1/4/2022 20:13:44,
1427346.00,"GUNTER CONSTRUCTION ROOFING, INC.","GUNTER CONSTRUCTION ROOFING, INC.","611065364","696 BRIARFIELD ROAD","SCOTTSVILLE","KY","42164","238160"," Roofing contractors ",31.00,64837.00,1.00,0.00,1.00,0.00,1.00,14.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,62855.00,1.00,2.00,2021.00,1/4/2022 21:34:25,
1427349.00,"J & J Roofing Company","MDF Partners Ltd. d/b/a J & J ROOFING COMPANY","752696353","5215 Lawnview Ave.","Dallas","TX","75227","238160"," Roofing contractors ",82.00,178106.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,215885.00,1.00,2.00,2021.00,1/4/2022 21:36:15,
1427354.00,"Metal Roof Contractors, Inc.","construction","731531856","225 W. Waterloo Rd","Edmond","OK","73025","238160"," Roofing contractors ",34.00,73172.00,1.00,0.00,1.00,0.00,2.00,2.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,632971.00,1.00,2.00,2021.00,1/4/2022 21:40:03,
1427438.00,"Enterprise Roofing Service, Inc.","Enterprise Roofing Service, Inc.","941551712","2400 Bates Avenue","Concord","CA","94520","238160"," Roofing contractors ",74.00,94436.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,92052.00,1.00,2.00,2021.00,1/5/2022 0:36:00,
1427457.00,"Industrial Roofing & Siding Co","Industrial Roofing & Siding Co","203476457","9 FERRY RD","LEWISTON","ME","042401005","238160"," Roofing contractors ",88.00,173643.00,1.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,650499.00,1.00,2.00,2021.00,1/5/2022 13:04:42,
1427458.00,"Roof Management Services LLC","Roof Management Services LLC","263318366","9 FERRY RD","LEWISTON","ME","042401005","238160"," Roofing contractors ",17.00,34008.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,650504.00,1.00,2.00,2021.00,1/5/2022 13:05:43,
1427550.00,"Prattco Inc","Prattco Inc","593352522","2400 Airport Road Suite 2","Plant City","FL","33563","238160"," Roofing contractors ",32.00,37305.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,630264.00,1.00,2.00,2021.00,1/5/2022 14:43:11,
1427576.00,"GP Martini Roofing Co.","GP Martini Roofing Co. Office","271634835","600 Brandywine Ave, Ste 800","Downingtown","PA","19335","238160"," Roofing contractors ",14.00,14998.00,1.00,0.00,0.00,1.00,1.00,0.00,13.00,2.00,0.00,0.00,0.00,0.00,0.00,421125.00,1.00,2.00,2021.00,1/5/2022 14:57:15,
1427611.00,"Crawford Roofing INC.","Crawford Roofing ","730951924","701 Pikes Peak Road","Chickasha","OK","73018","238160"," Roofing contractors ",27.00,3078125.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,351665.00,1.00,2.00,2021.00,1/5/2022 15:39:25,
1427759.00,"Nu-Tec Roofing Contractors LLC","Nu-Tec Roofing Contractors ","352114307","5025 Emco Drive","Indianapolis","IN","46220","238160"," Roofing contractors ",70.00,131289.00,1.00,0.00,1.00,0.00,1.00,180.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,118263.00,1.00,2.00,2021.00,1/10/2022 11:11:30,"Data error entry in section L."
1427924.00,"Regan Roofing, Inc.","Regan Roofing, Inc.","460628528","2420 Industry St., Suite B","Oceanside","CA","92054","238160"," Roofing contractors ",50.00,10400.00,1.00,0.00,2.00,0.00,0.00,63.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,676588.00,1.00,2.00,2021.00,1/5/2022 18:56:50,
1427982.00,"Southern Roofing Company Inc.","Construction - Roofing","593711033","1727 W Cypress Street","Tampa","FL","33606","238160"," Roof membrane installation ",48.00,97034.00,1.00,0.00,2.00,2.00,0.00,74.00,27.00,4.00,0.00,0.00,0.00,0.00,0.00,631570.00,1.00,2.00,2021.00,1/5/2022 19:37:28,
1428077.00,"Southeast Roofing Solutions","Southeast Roofing Solutions","580976458","16101 Hwy 80 W","Statesboro","GA","30459","238160"," Roof membrane installation ",77.00,160549.00,1.00,0.00,1.00,0.00,0.00,10.00,18.00,1.00,0.00,0.00,0.00,0.00,0.00,795626.00,1.00,2.00,2021.00,1/5/2022 20:31:00,
1428100.00,,"Malcor Roofing of Illinois, Inc",,"1850 Dean St","St. Charles","IL","60174","238160","Install Roofing Product",45.00,47557.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,411262.00,1.00,2.00,2021.00,1/5/2022 20:47:05,
1428174.00,"Allweather Roof","Allweather Roof","411536214","9211 Plymouth Avenue North","Golden Valley","MN","55427","238160"," Roofing contractors ",76.00,129976.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,291746.00,1.00,2.00,2021.00,1/5/2022 21:27:48,
1428354.00,"White Castle Roofing","Lincoln Office",,"11501 S. 21st St","Roca","NE","68430","238160"," Roofing contractors ",212.00,329766.00,1.00,0.00,2.00,2.00,1.00,97.00,21.00,5.00,0.00,0.00,0.00,0.00,0.00,690533.00,,2.00,2021.00,1/6/2022 13:32:21,
1428358.00,"Apple Roofing Corp.","Apple Roofing",,"124 Pickard Drive East","Syracuse","NY","13211","238160"," Roofing contractors ",33.00,56371.00,1.00,0.00,1.00,1.00,1.00,3.00,28.00,3.00,0.00,0.00,0.00,0.00,0.00,51222.00,1.00,2.00,2021.00,1/6/2022 13:42:50,
1428439.00,"Ampco Roofing","Ampco Sandblasting & Painting, LLC",,"4641 Devereux Dr","Copley","OH","443213251","238160"," Roofing contractors ",9.00,17855.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160521.00,1.00,1.00,2021.00,1/6/2022 14:39:00,
1428461.00,"Graham Roofing Incorporated","Graham Roofing Incorporated","640512412","680 West Tibbee Road","West Point","MS","39773","238160"," Low slope roofing installation ",39.00,79425.00,1.00,0.00,1.00,0.00,0.00,134.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,228671.00,1.00,2.00,2021.00,1/6/2022 14:50:49,
1428463.00,"McEnany Roofing, Inc","McEnany Roofing, Inc T","592583665","8801 Industrial Drive","Temple Terrace","FL","33637","238160"," Roof membrane installation ",145.00,282961.00,1.00,0.00,1.00,10.00,4.00,36.00,168.00,15.00,0.00,0.00,0.00,0.00,0.00,96365.00,1.00,2.00,2021.00,1/7/2022 20:42:55,"I did not put the restricted days on 2 employee. They were open cases and I made a mistake not updating my OSHA 300 before I submitted to OSHA. Sorry and thank you"
1428474.00,"Renaissance Roofing, Inc.","Renaissance Roofing, Inc.",,"2231 HAWKEY DRIVE","Belvidere","IL","61008","238160"," Roofing contractors ",77.00,196350.00,1.00,0.00,1.00,0.00,4.00,2.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,45471.00,1.00,2.00,2021.00,1/6/2022 14:59:54,
1428506.00,"Sika Corporation","Sika Georgia","221594831","3483 Satellite Boulevard, Suite 315S","Duluth","GA","30096","238160"," Roof membrane installation ",22.00,41558.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62171.00,1.00,2.00,2021.00,1/6/2022 15:22:37,
1428510.00,"Sika Corporation","Sika Illinois","221594831","200 W 22nd Street, Suite 216","Lombard","IL","60148","238160"," Roof membrane installation ",30.00,56838.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62178.00,1.00,2.00,2021.00,1/6/2022 15:23:45,
1428537.00,"Sika Corporation","Sika SLC","221594831","2881 South 900 West","Salt Lake City","UT","84119","238160"," Roofing contractors ",17.00,27895.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,455718.00,1.00,2.00,2021.00,1/6/2022 15:38:24,
1428787.00,"West Coast FL Enterprises, Inc","West Coast FL Enterprises, Inc","592485149","8090 Supply Dr., Suite 100","Fort Myers","FL","33912","238160"," Roofing contractors ",93.00,180084.00,1.00,0.00,1.00,6.00,3.00,22.00,176.00,10.00,0.00,0.00,0.00,0.00,0.00,659403.00,1.00,2.00,2021.00,1/6/2022 17:33:57,
1428845.00,"Shaffer Building Services Inc","Shaffer Building Services Inc","161606881","120 Ball Circlr","Syracuse","NY","13210","238160"," Roofing contractors ",25.00,36442.00,1.00,0.00,1.00,0.00,1.00,3.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,670363.00,1.00,2.00,2021.00,1/6/2022 17:57:47,
1429049.00,"Jack C Wilson Roofing Co","Voss Inc dba","593015233","4522 St Augustine Rd","Jacksonville","FL","32207","238160"," Asphalt roof shingle installation ",30.00,72538.00,1.00,0.00,3.00,0.00,0.00,3.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,282840.00,1.00,2.00,2021.00,1/6/2022 19:20:00,
1429059.00,"A & A Roofing Co., Inc.","A & A Roofing Co., Inc.","920032279","925 Aspen St","Fairbanks","AK","99709","238160"," Low slope roofing installation ",32.00,52702.00,1.00,0.00,0.00,0.00,4.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,651232.00,1.00,1.00,2021.00,1/6/2022 19:26:21,
1429207.00,"Delta Innovative Services","Delta Innovative Services Inc","200820115","4141 Fairbanks Ave","Kansas City","KS","66106","238160"," Roofing contractors ",157.00,294177.00,1.00,0.00,0.00,1.00,3.00,0.00,95.00,4.00,0.00,0.00,0.00,0.00,0.00,272026.00,1.00,2.00,2021.00,1/6/2022 20:20:26,
1429212.00,"Delta Innovative Services","DB2 Services Inc","264075785","4141 Fairbanks Ave","Kansas City","KS","66106","238160"," Sheet metal roofing installation ",66.00,120265.00,1.00,0.00,0.00,2.00,0.00,0.00,165.00,2.00,0.00,0.00,0.00,0.00,0.00,500657.00,1.00,2.00,2021.00,1/6/2022 20:22:07,
1429297.00,,"Ridgeworth Roofing Co., Inc.","362791119","121 Ontario Street","Frankfort","IL","60423","238160"," Roofing contractors ",18.00,26977.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,157476.00,1.00,2.00,2021.00,1/6/2022 21:10:45,
1429386.00,"MCCREARY ROOFING CO., INC.","MCCREARY ROOFING CO., INC","250985137","1404 EAST AVE","ERIE","PA","165031561","238160"," Asphalt roof shingle installation ",42.00,75030.00,1.00,0.00,2.00,0.00,1.00,40.00,7.00,3.00,0.00,0.00,0.00,0.00,0.00,650631.00,1.00,2.00,2021.00,1/6/2022 21:52:59,
1429542.00,"Sutter Roofing","Sutter Roofing Company of Florida","591923325","8284 Vico Ct","Sarasota","FL","34240","238160"," Roofing contractors ",218.00,520612.00,1.00,0.00,7.00,1.00,0.00,111.00,13.00,8.00,0.00,0.00,0.00,0.00,0.00,651383.00,1.00,2.00,2021.00,1/20/2022 17:04:35,"Wrong classification between other recordables and total number of cases away from work."
1429832.00,"JDH Company ","JDH Company Inc.",,"1133 East Main St ","Chattanooga ","TN","37408","238160"," Roofing contractors ",60.00,132379.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,549193.00,1.00,2.00,2021.00,1/7/2022 16:25:08,
1429910.00,"COMMERCIAL INDUSTRIAL ROOFING, INC","COMMERCIAL INDUSTRIAL ROOFING, INC-LYNNWOOD","911086335","3601 121ST STREET SW","LYNNWOOD, WA","WA","98087","238160"," Roofing contractors ",64.00,141915.00,1.00,0.00,0.00,0.00,3.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,576163.00,1.00,2.00,2021.00,1/7/2022 17:01:16,
1430068.00,"McDonald Roofing Company","McDonald Roofing","383171777","3960 Ann Arbor Road","Jackson","MI","49202","238160"," Asphalt roof shingle installation ",52.00,100150.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79250.00,1.00,2.00,2021.00,1/7/2022 18:17:47,
1430267.00,,"Tri-State Roofing & Sheet Metal Co of OH","550367488","101 South Meadville Road","Davisville","WV","26142","238160"," Roof membrane installation ",90.00,146785.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,259103.00,1.00,2.00,2021.00,1/7/2022 20:08:33,
1430493.00,"W. James Taylor, Inc.  d/b/a Jim Taylor, Inc.","WJT Belleville",,"1127 East B Street","Belleville","IL","62220","238160"," Low slope roofing installation ",70.00,74487.00,1.00,0.00,2.00,0.00,0.00,135.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,261797.00,1.00,2.00,2021.00,1/8/2022 21:47:16,
1430560.00,"Mid-State Roofing and Coating, Inc.","Mid-State Roofing and Coating, Inc.","392050264","4408 E Main Street, Mid-State Roofing and Coating","Belleville","PA","17004","238160"," Roofing contractors ",32.00,54540.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,795803.00,1.00,2.00,2021.00,1/10/2022 12:20:44,
1430700.00,"The Ray Company, Inc.","The Ray Company, Inc.","560482744","4221 Golf Acres Drive","CHARLOTTE","NC","28208","238160"," Roofing contractors ",22.00,36183.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,417996.00,1.00,2.00,2021.00,1/10/2022 14:59:02,
1430702.00,"Joiner Sheet Metal & Roofing, Inc.","Joiner Sheet Metal & Roofing, Inc.","203948133","205 Madison St.","Highland","IL","62249","238160"," Roofing contractors ",46.00,80319.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,349087.00,1.00,2.00,2021.00,1/10/2022 15:00:49,
1430802.00,"Gordon North Roofing Company ","Gordon North Roofing Company","383182113","1870 North Opdyke","Auburn Hills","MI","48326","238160"," Low slope roofing installation ",43.00,59309.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43643.00,1.00,2.00,2021.00,1/10/2022 15:44:11,
1431023.00,"International Roofing Corporation","International Roofing Corporation","541500362","2200 MAGNOLIA STREET","RICHMOND","VA","23223","238160"," Painting, spraying, or coating, roof ",28.00,49202.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,650732.00,1.00,2.00,2021.00,1/10/2022 17:22:58,
1431062.00,"Nations Roof ","Nations Roof of Indiana LLC","822431871","7141 West Morris Street","Indianapolis","IN","46241","238160"," Roofing contractors ",13.00,28796.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,630957.00,1.00,1.00,2021.00,1/10/2022 17:39:23,
1431191.00,"Robert Ganter Contractors Inc","Robert Ganter Contractors Inc",,"595 E Pumping Station Road","Quakertown","PA","18951","238160"," Roofing contractors ",110.00,193143.00,1.00,0.00,3.00,0.00,6.00,3.00,30.00,9.00,0.00,0.00,0.00,0.00,0.00,348380.00,1.00,2.00,2021.00,1/10/2022 18:36:56,
1431326.00,"C.E. Bourne & Co., Inc.","C.E. Bourne & Co., Inc.","570781688","140 Industrial Drive Greenwood SC 29648","GREENWOOD","SC","29648","238160"," Roofing contractors ",60.00,104095.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,681023.00,1.00,2.00,2021.00,1/10/2022 19:31:17,
1431349.00,"Northeast Construction Inc.","Northeast Construction Inc.","521989823","8747 Whitepine Rd.","Richmond","VA","23237","238160"," Asphalt roof shingle installation ",21.00,43587.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,796421.00,1.00,2.00,2021.00,1/10/2022 19:41:54,
1431369.00,"Van-Mulder Sheet Metal, Inc.","Van-Mulder Sheet Metal, Inc.",,"2437 Radley Ct","Hayward","CA","94545","238160"," Sheet metal roofing installation ",41.00,72082.00,1.00,0.00,1.00,0.00,0.00,38.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,345388.00,1.00,2.00,2021.00,1/10/2022 19:56:55,
1431514.00,"Palmer West Construction Co, Inc","Palmer West Construction Co, Inc","411519611","14595 James Rd","Rogers","MN","55374","238160"," Low slope roofing installation ",50.00,71559.00,1.00,0.00,0.00,0.00,3.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,341494.00,1.00,2.00,2021.00,1/10/2022 20:46:41,
1432075.00,"Turner Roofing Company","Turner Roofing Company","521503035","11150 Pulaski Hwy","White Marsh","MD","21162","238160"," Roll roofing installation ",45.00,77458.00,1.00,0.00,3.00,1.00,0.00,147.00,7.00,2.00,0.00,0.00,0.00,0.00,2.00,647404.00,2.00,2.00,2021.00,1/11/2022 15:22:42,
1432084.00,"Lloyd Roofing Company,  Inc.","Lloyd Roofing Company, Inc.","570370176","2415 Montague Avenue Extension","Greenwood","SC","29649","238160"," Roofing contractors ",69.00,156429.00,1.00,0.00,0.00,2.00,1.00,0.00,10.00,3.00,0.00,0.00,0.00,0.00,0.00,542098.00,1.00,2.00,2021.00,1/11/2022 15:25:07,
1432088.00,"Interstate Roofing Co Inc","Commercial Roofing Contractor",,"5616 Old Pineville Road","Charlotte","NC","28217","238160"," Roofing contractors ",41.00,87569.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,271889.00,1.00,2.00,2021.00,1/11/2022 15:25:26,
1432210.00,"Shay Roofing INC.","Shay Roofing Inc.","371298422","400 South Breese ","Millstadt","IL","62260","238160"," Low slope roofing installation ",57.00,78690.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,685490.00,1.00,2.00,2021.00,1/11/2022 16:08:14,
1432320.00,"Spann Roofing & Sheet Metal, Inc.","Spann Roofing & Sheet Metal, Inc.","570373011","459 Allied Drive","Conway","SC","29526","238160"," Asphalt roof shingle installation ",70.00,136000.00,1.00,0.00,4.00,2.00,3.00,12.00,100.00,6.00,0.00,0.00,0.00,0.00,3.00,796664.00,1.00,2.00,2021.00,1/25/2022 20:00:47,"I have not done this before and forgot and miscalculated some things."
1432351.00,"Roof Control Services, Inc.","Roof Control Services","352141002","936  10th St.","Clermont","FL","34711","238160"," Roofing contractors ",45.00,82157.00,1.00,0.00,2.00,3.00,0.00,8.00,180.00,5.00,0.00,0.00,0.00,0.00,0.00,362471.00,1.00,2.00,2021.00,1/24/2022 16:08:02,"Previous hours report was incorrectly pulled from payroll system. "
1432453.00,"Crafts Inc.","Crafts Inc.","390752484","3403 Menasha Avenue","Manitowoc","WI","54220","238160"," Roofing contractors ",62.00,108183.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,87339.00,1.00,2.00,2021.00,1/11/2022 16:49:44,
1432462.00,"Wolkow Braker Roofing Corp.","Wolkow Braker Roofing Corp.","111501779","151 Herricks Rd. Ste 204","Garden City Park","NY","11040","238160"," Roofing contractors ",115.00,230683.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,280015.00,1.00,2.00,2021.00,1/11/2022 16:52:33,
1432510.00,"A. C. Dellovade INC","A. C. Dellovade INC","251242514","108 Cavasina Drive ","Canonsburg ","PA","15317","238160"," Roofing contractors ",94.00,127839.00,1.00,0.00,2.00,1.00,0.00,26.00,61.00,3.00,0.00,0.00,0.00,0.00,0.00,140554.00,1.00,3.00,2021.00,1/11/2022 17:09:31,
1432559.00,"Red Pointe Roofing, LP","Red Pointe Roofing, LP","900957014","1814 N. Neville Street","Orange","CA","92865","238160"," Roofing contractors ",93.00,185594.00,1.00,0.00,1.00,0.00,0.00,4.00,18.00,1.00,0.00,0.00,0.00,0.00,0.00,469590.00,1.00,2.00,2021.00,1/11/2022 17:23:49,
