id,establishment_name,establishment_id,ein,company_name,street_address,city,state,zip_code,naics_code,naics_year,industry_description,establishment_type,size,annual_average_employees,total_hours_worked,no_injuries_illnesses,total_deaths,total_dafw_cases,total_djtr_cases,total_other_cases,total_dafw_days,total_djtr_days,total_injuries,total_skin_disorders,total_respiratory_conditions,total_poisonings,total_hearing_loss,total_other_illnesses,created_timestamp,change_reason,year_filing_for,sector,zipcode,naics_char
2103563,Glandt Roofing LLC,1066301,832568405,Glandt Roofing LLC,7803 Triple Lakes Rd,East Carondelet,IL,62240,238160,2022,Roofing contractors,1,1,15,15340,2,0,0,0,0,0,0,0,0,0,0,0,0,03JAN24:18:45:00,,2023,Construction,62240,238160
2103577,"Amundson Roofing, Inc",650411,860891134,"Amundson Roofing, Inc",300 US Highway 395 North,Washoe Valley,NV,89704,238160,2022,Roofing contractors,1,21,45,91800,1,0,1,0,1,10,0,2,0,0,0,0,0,03JAN24:18:51:00,,2023,Construction,89704,238160
2103622,Aspen Group LTD.,943254,,BlueThread Services,14 Inverness Drive East F-132,ENGLEWOOD,CO,80112,238160,2022,Roofing contractors,1,21,70,195250,1,0,1,1,0,2,1,2,0,0,0,0,0,03JAN24:19:04:00,,2023,Construction,80112,238160
2103698,B-E Controls LLC,555054,454536522,B-E Controls LLC,5700 Hwy k,Hartford,WI,53027,238160,2022,Roofing contractors,1,1,8,8203,2,0,0,0,0,0,0,0,0,0,0,0,0,03JAN24:19:29:00,,2023,Construction,53027,238160
2103705,HIS Comp LLC,555059,300938635,HIS Comp LLC,5700 hwy k,hartford,WI,53027,238160,2022,Roofing contractors,1,21,20,30848,2,0,0,0,0,0,0,0,0,0,0,0,0,03JAN24:19:31:00,,2023,Construction,53027,238160
2103797,5 Brothers Absolute,1066367,851318159,5 Brothers Absolute,6614 S. Elm,Fresno,CA,93706,238160,2022,Roofing contractors,1,1,18,30000,2,0,0,0,0,0,0,0,0,0,0,0,0,03JAN24:20:07:00,,2023,Construction,93706,238160
2103998,Gluth Brothers Roofing Company Inc.,690955,351850178,Gluth Brothers Roofing Company Inc.,6701 Osborn Avenue,Hammond,IN,46323,238160,2022,Roof membrane installation,1,21,63,93312,2,0,0,0,0,0,0,0,0,0,0,0,0,03JAN24:21:46:00,,2023,Construction,46323,238160
2104407,Gordon North Roofing Company,43643,383182113,Gordon North Roofing Company,1870 North Opdyke,Auburn Hills,MI,48326,238160,2022,Low slope roofing installation,1,21,20,25202,2,0,0,0,0,0,0,0,0,0,0,0,0,04JAN24:15:20:00,,2023,Construction,48326,238160
2104537,Aspen Contracting Inc,1018572,510587434,Aspen Contracting Inc,4141 NE LakeWood Way,Lee's Summit,MO,64064,238160,2022,Roofing contractors,1,3,235,470000,1,0,1,1,0,27,4,2,0,0,0,0,0,04JAN24:16:18:00,,2023,Construction,64064,238160
2104625,Roof Maintenance Systems,265642,222016917,Roof Maintenance Systems,1060 Route 33,Freehold,NJ,07728,238160,2022,Roofing contractors,1,21,18,28777,2,0,0,0,0,0,0,0,0,0,0,0,0,04JAN24:16:52:00,,2023,Construction,07728,238160
2104730,Hanson Services,1066722,862576771,Hanson Services,1630 Almar Parkway,Santa Rosa,CA,95403,238160,2022,Roofing contractors,1,1,6,746,2,0,0,0,0,0,0,0,0,0,0,0,0,04JAN24:17:00:00,,2023,Construction,95403,238160
2104734,"Miller Painting Company, Inc.",410531,580979409,"Miller Painting Company, Inc.",6411 Garrard Avenue,Savannah,GA,31405,238160,2022,"Painting, spraying, or coating, roof",1,21,40,87098,2,0,0,0,0,0,0,0,0,0,0,0,0,04JAN24:17:00:00,,2023,Construction,31405,238160
2104758,"Newton Crane Roofing, Inc.",929658,371425932,"Newton Crane Roofing, Inc.",353 North Cass Avenue,Pontiac,MI,48342,238160,2022,Roofing contractors,1,21,38,53293,2,0,0,0,0,0,0,0,0,0,0,0,0,04JAN24:17:00:00,,2023,Construction,48342,238160
2104975,Aderhold Roofing Corporation,143412,275227926,Aderhold Roofing,4440 EAGLE FALLS PLACE,TAMPA,FL,33619,238160,2022,Roofing contractors,1,21,48,88607,1,0,1,0,0,22,79,1,0,0,0,0,0,04JAN24:17:14:00,,2023,Construction,33619,238160
2105003,"Roof Technologies, LLC",1066786,,"Roofing Buyer, LLC",631 Manhattan Blvd.,Harvey,LA,70058,238160,2022,Asphalt roof shingle installation,1,21,35,83220,2,0,0,0,0,0,0,0,0,0,0,0,0,04JAN24:17:15:00,,2023,Construction,70058,238160
2105035,"Cherry Roofing Enterprises, Inc",1066734,650810468,"Cherry Roofing Enterprises, Inc",3901 SW 40 Ave,West Park,FL,33023,238160,2022,Roofing contractors,1,21,38,744,2,0,0,0,0,0,0,0,0,0,0,0,0,04JAN24:17:17:00,,2023,Construction,33023,238160
2105057,"Rain King, Inc.",216087,742775327,"Rain King, Inc.",2006 Delmar,Victoria,TX,77901,238160,2022,Roof membrane installation,1,21,80,128995,2,0,0,0,0,0,0,0,0,0,0,0,0,04JAN24:17:18:00,,2023,Construction,77901,238160
2105067,"Furey Roofing and Construction Company, Inc.",109076,50438662,,85 Cypress Street,Warwick,RI,02888,238160,2022,Roofing contractors,1,21,25,41389,2,0,0,0,0,0,0,0,0,0,0,0,0,04JAN24:17:19:00,,2023,Construction,02888,238160
2105104,Alabama Roofing & Sheet Metal Co Inc.,590497,630509232,Alabama Roofing & Sheet Metal Co Inc.,P.O. BOX 454,ANNISTON,AL,36202,238160,2022,Roofing contractors,1,21,23,49986,2,0,0,0,0,0,0,0,0,0,0,0,0,04JAN24:17:23:00,,2023,Construction,36202,238160
2105196,"R/J Group, Inc.",143660,592541672,"R/J Group, Inc.",4244 Jackson Street,Port Orange,FL,32127,238160,2022,Roofing contractors,1,21,45,93600,1,0,1,1,1,1,7,3,0,0,0,0,0,04JAN24:17:31:00,,2023,Construction,32127,238160
2105222,Dale Crampton Company,264517,710383793,Dale Crampton Company,710 Division Street,Fort Smith,AR,72904,238160,2022,Asphalt roof shingle installation,1,21,22,30224,1,0,0,0,2,0,0,2,0,0,0,0,0,04JAN24:17:34:00,,2023,Construction,72904,238160
2105247,Highland - Raleigh,441396,,Highland Roofing Company,1455 Mechanical Blvd.,Raleigh,NC,27529,238160,2022,Roofing contractors,1,21,27,52844,1,0,0,0,1,0,0,1,0,0,0,0,0,04JAN24:17:54:00,"When I changed the company size from under 20 to over 20, I was required to add the specific details of the accident which occured.",2023,Construction,27529,238160
2105320,roofing contractor,820941,,Stinson Services Inc,7391 Bush lake rd,edina,MN,55439,238160,2022,Roofing contractors,1,1,12,24768,1,0,1,0,0,1,0,1,0,0,0,0,0,04JAN24:17:41:00,,2023,Construction,55439,238160
2105332,"RL Craft Co., Inc.",56694,421528139,"RL Craft Co., Inc.",2509 4th Ave S,Denison,IA,51442,238160,2022,Roofing contractors,1,21,38,59560,1,0,1,0,0,115,31,1,0,0,0,0,0,04JAN24:17:42:00,,2023,Construction,51442,238160
2105342,MartinRoofing,120895,541591121,Charlottesville Roofing Inc. dba Martin Roofing and Sheet Metal,1835 Avon Street Ext,Charlottesville,VA,22902,238160,2022,Roofing contractors,1,1,12,18290,2,0,0,0,0,0,0,0,0,0,0,0,0,04JAN24:17:43:00,,2023,Construction,22902,238160
2105378,Highland - Wilmington,310135,,Highland Roofing Company,4310 Deer Creek Ln,Wilmington,NC,28405,238160,2022,Roofing contractors,1,21,39,74620,1,0,1,0,0,2,0,1,0,0,0,0,0,04JAN24:17:47:00,,2023,Construction,28405,238160
2105392,Kings Roofing,389027,770467753,Kings Roofing,520 South 3rd St,Patterson,CA,95363,238160,2022,Roof membrane installation,1,22,128,233186,1,0,0,3,0,0,10,3,0,0,0,0,0,04JAN24:17:48:00,,2023,Construction,95363,238160
2105525,Custofoam Corporation,554197,391178726,Custofoam Corp.,N4929 State Rd 58,Mauston,WI,53948,238160,2022,Roofing contractors,1,21,23,34768,2,0,0,0,0,0,0,0,0,0,0,0,0,04JAN24:17:59:00,,2023,Construction,53948,238160
2105539,Tallahassee Roofing Inc,978712,261356134,Tallahassee Roofing Inc,5521 Tower Rd,Tallahassee,FL,32303,238160,2022,roofing,1,21,40,46632,1,0,0,0,1,0,0,1,0,0,0,0,0,04JAN24:18:00:00,,2023,Construction,32303,238160
2105549,"Bartch Roofing Co., Inc.",287143,431132731,"Bartch Roofing Co., Inc.",13575 Northwest Ind Dr,BRIDGETON,MO,63044,238160,2022,Roofing contractors,1,21,47,63831,2,0,0,0,0,0,0,0,0,0,0,0,0,04JAN24:18:01:00,,2023,Construction,63044,238160
2105581,JBS Roofing,136508,860482466,Jim Brown & Sons Roofing Co Inc.,5537 N 59th Avenue,Glendale,AZ,85301,238160,2022,Roofing contractors,1,21,70,138048,1,0,1,0,0,14,36,1,0,0,0,0,0,04JAN24:18:05:00,,2023,Construction,85301,238160
2105588,RH Marcon Inc.,548037,251419769,RH Marcon Inc.,2500 Clyde Ave.,State College,PA,16801,238160,2022,Roof membrane installation,1,21,81,147033,1,0,0,2,1,0,43,3,0,0,0,0,0,04JAN24:18:06:00,,2023,Construction,16801,238160
2105975,"Jim Murray Roofing, Inc.",356679,814059502,"Jim Murray Roofing, Inc.",322 N Tustin St,Orange,CA,92867,238160,2022,Roofing contractors,1,21,47,89333,1,0,0,8,0,0,337,8,0,0,0,0,0,04JAN24:18:45:00,,2023,Construction,92867,238160
2106259,"Joseph S. Smith Roofing, Inc.",511243,232225546,"Joseph S. Smith Roofing, Inc.",313 Hulmeville Rd,Langhorne,PA,19047,238160,2022,Roofing contractors,1,21,26,42580,2,0,0,0,0,0,0,0,0,0,0,0,0,04JAN24:19:19:00,,2023,Construction,19047,238160
2106342,"Infinity Roofing, LLC",1050819,854239518,"Infinity Roofing, LLC","840 Deltona Blvd, Suite W",Deltona,FL,32725,238160,2022,Asphalt roof shingle installation,1,1,8,16640,2,0,0,0,0,0,0,0,0,0,0,0,0,04JAN24:19:29:00,,2023,Construction,32725,238160
2106560,"J&B Installations, Inc.",797409,161160437,"J&B Installations, Inc.",732 Visions Drive,Skaneateles Falls,NY,13153,238160,2022,Roofing contractors,1,21,82,118913,1,0,7,0,4,46,0,11,0,0,0,0,0,04JAN24:19:57:00,,2023,Construction,13153,238160
2106831,"Bird & Bear Services, Inc.",911835,,"Bird & Bear Services, Inc.","230 Coraopolis Rd, Suite 300",Coraopolis,PA,15108,238160,2022,Roofing contractors,1,1,11,23059,2,0,0,0,0,0,0,0,0,0,0,0,0,04JAN24:20:31:00,,2023,Construction,15108,238160
2106849,"Bruin Roofing, Inc.",918978,,"Phoenix Roofing Co., Inc.","230 Coraopolis Rd, Suite 100",Coraopolis,PA,15108,238160,2022,Roofing contractors,1,1,15,23087,1,0,0,0,1,0,0,1,0,0,0,0,0,04JAN24:20:34:00,,2023,Construction,15108,238160
2107021,TRANS COASTAL CONSTRUCTION,265003,591566091,TRANS COASTAL CONSTRUCTION,1425 WILKINS AVENUE,WPB,FL,33401,238160,2022,Roofing contractors,1,1,11,17394,2,0,0,0,0,0,0,0,0,0,0,0,0,04JAN24:21:01:00,,2023,Construction,33401,238160
2107200,Nations Roof of Ohio,1067192,205656064,Nations Roof of Ohio LLC,275 S. Pioneer Blvd,Springboro,OH,45066,238160,2022,Roofing contractors,1,21,95,125472,2,0,0,0,0,0,0,0,0,0,0,0,0,04JAN24:21:30:00,,2023,Construction,45066,238160
2107240,JBC Roofing LLC,414779,931134079,JBC Roofing LLC,12155 SW Grant Ave. Ste. D,Tigard,OR,97223,238160,2022,Roofing contractors,1,21,25,60000,1,0,0,2,3,0,277,5,0,0,0,0,0,04JAN24:21:37:00,,2023,Construction,97223,238160
2107257,"RSI of Florida, LLC",42939,592574965,"RSI of Florida, LLC",1750 NW 19th Ave,Pompano Beach,FL,33069,238160,2022,Roofing contractors,1,21,41,86206,1,0,0,1,1,0,10,2,0,0,0,0,0,04JAN24:21:41:00,,2023,Construction,33069,238160
2107728,Diversified Roofing,964706,860599690,Diversified Roofing,2015 W Mountain View Rd,Phoenix,AZ,85021,238160,2022,Roofing contractors,1,3,456,866910,1,0,2,0,3,53,138,5,0,0,0,0,0,05JAN24:13:09:00,,2023,Construction,85021,238160
2107773,Stonewater Roofing,650365,273642939,Stonewater Roofing,605 S. Broadway,Tyler,TX,75701,238160,2022,Roofing contractors,1,21,90,3600,2,0,0,0,0,0,0,0,0,0,0,0,0,05JAN24:13:43:00,,2023,Construction,75701,238160
2108032,"Pickard Roofing Co., inc",1067748,561317669,"Pickard Roofing Co., inc",823 East Trinity Ave,Durham,NC,27704,238160,2022,Asphalt roof shingle installation,1,1,13,25184,2,0,0,0,0,0,0,0,0,0,0,0,0,05JAN24:15:10:00,,2023,Construction,27704,238160
2108061,"Phoenix Roofing, Inc.",918974,,"Phoenix Roofing Co., Inc.","230 Coraopolis Rd, Suite 200",Coraopolis,PA,15108,238160,2022,Roofing contractors,1,21,60,78033,1,0,0,0,1,0,0,1,0,0,0,0,0,05JAN24:15:18:00,,2023,Construction,15108,238160
2108062,SQI Inc.,920144,910880444,"SQI, INC.",3821 South Rd,Mukilteo,WA,98275,238160,2022,Roofing contractors,1,21,33,62827,1,0,1,0,0,46,30,1,0,0,0,0,0,05JAN24:15:18:00,,2023,Construction,98275,238160
2108082,Wichita Office,589120,50571696,AR Roofing,4010 West Irving,Wichta,KS,67209,238160,2022,Asphalt roof shingle installation,2,21,25,44000,2,0,0,0,0,0,0,0,0,0,0,0,0,16DEC24:18:11:00,,2023,Construction,67209,238160
2108325,"McEnany Roofing, Inc T",96365,592583665,"McEnany Roofing, Inc",8801 Industrial Drive,Temple Terrace,FL,33637,238160,2022,Roof membrane installation,1,22,140,219374,1,0,0,3,2,0,78,5,0,0,0,0,0,05JAN24:16:21:00,,2023,Construction,33637,238160
2108337,"Spann Roofing & Sheet Metal, Inc.",796664,570373011,"Spann Roofing & Sheet Metal, Inc.",459 Allied Drive,Conway,SC,29526,238160,2022,Asphalt roof shingle installation,1,21,84,172153,1,0,6,1,6,221,5,12,0,0,0,0,1,05JAN24:16:24:00,,2023,Construction,29526,238160
2108369,"Covenant Roofing & Construction, Inc.",917540,454617202,"Covenant Roofing & Construction,Inc.",1410 Emerson St,Leesburg,FL,34748,238160,2022,Asphalt roof shingle installation,1,22,219,416580,1,0,0,1,3,0,9,4,0,0,0,0,0,05JAN24:16:30:00,,2023,Construction,34748,238160
2108488,Raincoat Roofing Maintenance / Raincoat Roofing Systems,916241,364203488,Raincoat Roofing Maintenance / Raincoat Roofing Systems,2600 S 17th Ave,Broadview,IL,60155,238160,2022,Asphalt roof shingle installation,1,21,60,92278,2,0,0,0,0,0,0,0,0,0,0,0,0,05JAN24:16:46:00,,2023,Construction,60155,238160
2108561,"Bailey Roofing Contractors, Inc.",49119,421327245,"Bailey Roofing Contractors, Inc.",10110 Dennis Drive,Urbandale,IA,50322,238160,2022,Roofing contractors,1,21,61,94011,1,0,0,1,0,0,10,1,0,0,0,0,0,05JAN24:17:03:00,,2023,Construction,50322,238160
2108774,"Rosscrete Roofing, Inc.",93266,330740595,"Rosscrete Roofing, Inc.",2173 N. Locust Ave.,Rialto,CA,92377,238160,2022,Roofing contractors,1,21,22,20527,1,0,1,0,0,29,0,0,1,0,0,0,0,05JAN24:18:07:00,,2023,Construction,92377,238160
2108911,Izmirian Roofing & Sheet Metal,382301,941072211,,229 South Railroad Ave,San Mateo,CA,94401,238160,2022,Roofing contractors,1,1,14,19741,2,0,0,0,0,0,0,0,0,0,0,0,0,05JAN24:18:49:00,,2023,Construction,94401,238160
2109066,Starkweather Roofing Inc,306773,860843434,Starkweather Roofing Inc,29455 N Cave Creek Rd Ste 118-631,Cave Creek,AZ,85331,238160,2022,Roofing contractors,1,22,104,209749,1,0,0,3,0,0,222,3,0,0,0,0,0,05JAN24:19:29:00,,2023,Construction,85331,238160
2109138,"Poole Roofing Co., Inc",1005188,721213486,"Poole Roofing Co., Inc",1153 Hwy 384,Lake Charles,LA,70607,238160,2022,Roofing contractors,1,1,6,11621,2,0,0,0,0,0,0,0,0,0,0,0,0,05JAN24:19:44:00,,2023,Construction,70607,238160
2109404,"Cardinal Roofing, Inc.",87231,751802132,"Cardinal Roofing, Inc.",2501 114th St.,Grand Prairie,TX,75050,238160,2022,Asphalt roof shingle installation,1,21,54,121519,1,0,2,0,0,55,0,1,0,0,0,0,1,05JAN24:20:56:00,,2023,Construction,75050,238160
2109408,"Hinkle Roofing Products, INC",849777,631211070,"Hinkle Roofing Products, Inc",639 1st Court N,Birmingham,AL,35203,238160,2022,Asphalt roof shingle installation,1,21,22,45760,2,0,0,0,0,0,0,0,0,0,0,0,0,05JAN24:20:57:00,,2023,Construction,35203,238160
2109573,O'Neal Roofing Company,84736,592015309,O'Neal Roofing Company,212 SE Hickory Drive,Lake City,FL,32025,238160,2022,Roofing contractors,1,21,26,35788,2,0,0,0,0,0,0,0,0,0,0,0,0,05JAN24:21:57:00,,2023,Construction,32025,238160
2109635,"Gillespie Roofing, Inc.",409905,911334128,"Gillespie Roofing, Inc.",3400 E. Isaacs Ave,Walla Walla,WA,99362,238160,2022,Asphalt roof shingle installation,1,1,13,25295,2,0,0,0,0,0,0,0,0,0,0,0,0,05JAN24:22:44:00,,2023,Construction,99362,238160
2110028,"Mahan Slate Roofing Co., Inc.",88121,,"Mahan Slate Roofing Co., Inc.",699 Silver St,Agawam,MA,01001,238160,2022,Roofing contractors,1,21,23,50389,1,0,0,0,1,0,0,1,0,0,0,0,0,08JAN24:11:48:00,,2023,Construction,01001,238160
2110037,Tri-State Roofing & Sheet Metal Company,652286,471425515,Tri-State Roofing & Sheet Metal,1651 Blue Horizon Drive,Morgantown,WV,26504,238160,2022,Roofing contractors,1,21,21,34890,2,0,0,0,0,0,0,0,0,0,0,0,0,08JAN24:12:22:00,,2023,Construction,26504,238160
2110100,DLJ Commercial Roofing LLC,850167,271337110,DLJ Commercial Roofing LLC,501 Mile 2 W. Rd.,Edcouch,TX,78538,238160,2022,"Painting, spraying, or coating, roof",1,21,21,31000,1,0,1,0,0,179,1,1,0,0,0,0,0,08JAN24:14:01:00,Had not submitted the 301 information,2023,Construction,78538,238160
2110181,M. Potteiger Inc.,140272,231709914,M. Potteiger Inc.,3545 N. Susquehanna Trail,York,PA,17406,238160,2022,Low slope roofing installation,1,21,24,41044,2,0,0,0,0,0,0,0,0,0,0,0,0,08JAN24:14:11:00,,2023,Construction,17406,238160
2110392,Roman Roofing,1068383,473093920,"Roman Roofing, Inc.",921 NE 27th Lane,Cape Coral,FL,33909,238160,2022,Roofing contractors,1,3,360,720000,1,0,4,0,0,203,0,4,0,0,0,0,0,08JAN24:15:09:00,,2023,Construction,33909,238160
2110403,Allweather Roof,291746,411536214,Allweather Roof,9211 Plymouth Avenue North,Golden Valley,MN,55427,238160,2022,Roofing contractors,1,21,95,165609,1,0,1,0,0,110,21,1,0,0,0,0,0,08JAN24:15:20:00,I forgot to add the 300/301 Data at first submission,2023,Construction,55427,238160
2110558,Rackley Roofing Co Inc,747597,620932570,Rackley Roofing Co Inc,105 Hunter Ave,Carthage,TN,37030,238160,2022,Roofing contractors,1,22,122,180182,1,0,1,3,0,99,120,4,0,0,0,0,0,08JAN24:15:45:00,,2023,Construction,37030,238160
2110597,Evans Roofing and Raingutters Inc,925596,462067793,"EVANS ROOFING AND RAIN GUTTERS, INC.",2073 MISTY SUNRISE TRAIL,SARASOTA,FL,34240,238160,2022,Roofing contractors,1,1,14,24960,2,0,0,0,0,0,0,0,0,0,0,0,0,08JAN24:15:56:00,,2023,Construction,34240,238160
2110627,Harris Brothers Roofing Company,918296,550365966,Harris Brothers Roofing Company,1533 Hansford Street,Charleston,WV,25311,238160,2022,Roofing contractors,1,21,36,69602,1,0,1,0,2,70,0,3,0,0,0,0,0,08JAN24:16:03:00,,2023,Construction,25311,238160
2110751,RD Herbert & Sons Company,747599,620442225,RD Herbert & Sons Company,405 Industrial Drive,Mount Juliet,TN,37122,238160,2022,Roofing contractors,1,21,3,4853,2,0,0,0,0,0,0,0,0,0,0,0,0,08JAN24:16:33:00,Entered in Data for wrong establishment,2023,Construction,37122,238160
2110798,Crego Roofing Of New Mexico LLC,962346,844364480,Crego Roofing Of New Mexico LLC,8601 4th St NW,Albuquerque,NM,87114,238160,2022,Roofing contractors,1,1,7,11766,2,0,0,0,0,0,0,0,0,0,0,0,0,08JAN24:16:35:00,,2023,Construction,87114,238160
2111086,"C.M. Henley Company, LLC",747602,621664861,Rackley Company,2117 Mitchell Street,Knoxville,TN,37917,238160,2022,Roofing contractors,1,21,49,138182,1,0,0,3,1,0,64,4,0,0,0,0,0,08JAN24:17:31:00,,2023,Construction,37917,238160
2111292,Paul Saunders Roofing Co Inc,899122,541451205,Paul Saunders Roofing Co Inc,129 Richmond Hwy,Richmond,VA,23224,238160,2022,Asphalt roof shingle installation,1,21,25,31757,1,0,1,0,0,63,0,1,0,0,0,0,0,08JAN24:18:11:00,,2023,Construction,23224,238160
2111514,J. Wilhelm Roofing Company Inc,988914,223559074,J.Wilhelm Roofing Co. Inc.,1960 S West Blvd,Vineland,NJ,08360,238160,2022,Roofing contractors,1,1,15,10000,2,0,0,0,0,0,0,0,0,0,0,0,0,08JAN24:18:46:00,,2023,Construction,08360,238160
2111518,"Hertless Brothers Roofing, Inc.",363014,202009976,"Hertless Brothers Roofing, Inc.",1733 Arlington Rd,Richmond,VA,23230,238160,2022,Roofing contractors,1,21,20,31699,2,0,0,0,0,0,0,0,0,0,0,0,0,08JAN24:18:48:00,,2023,Construction,23230,238160
2111657,"Red Pointe Roofing, LP",469590,900957014,"Red Pointe Roofing, LP",1814 N. Neville Street,Orange,CA,92865,238160,2022,Roofing contractors,1,22,112,236757,1,0,1,5,0,3,77,6,0,0,0,0,0,08JAN24:19:10:00,,2023,Construction,92865,238160
2111710,"Legacy Service USA, LLC",696759,454157378,"Legacy Service USA, LLC","95 James Way, Suite 100",Southampton,PA,18966,238160,2022,Roofing contractors,1,21,20,40673,2,0,0,0,0,0,0,0,0,0,0,0,0,08JAN24:19:21:00,,2023,Construction,18966,238160
2111845,Main Office,155285,943227246,"Frank Fiala Roofing, Inc.","1228 Quarry Lane, Suite F",Pleasanton,CA,94566,238160,2022,Roofing contractors,1,21,21,42871,1,0,1,0,0,6,68,1,0,0,0,0,0,08JAN24:19:46:00,,2023,Construction,94566,238160
2111901,Broken Arrow Construction,1068897,870302821,Broken Arrow INC,8960 Clinton Landing Rd,Lake Point,UT,84074,238160,2022,Roofing Contractor,1,21,26,53216,1,0,0,0,3,0,0,3,0,0,0,0,0,08JAN24:20:10:00,,2023,Construction,84074,238160
2112394,"Superior Roofing & Sheet metal, Inc.",919711,481267408,"Superior Roofing & Sheet metal, Inc.238",3405 so. 500 w.,Salt Lake City,UT,84115,238160,2022,Roof membrane installation,1,21,99,183206,1,0,0,0,2,0,0,2,0,0,0,0,0,08JAN24:21:41:00,,2023,Construction,84115,238160
2112430,Solar Energy Solutions,950366,204967967,Solar Energy Solutions,1038 Brentwood Court,Lexington,KY,40511,238160,2022,Solar,1,21,70,138059,1,0,0,0,1,0,0,1,0,0,0,0,0,08JAN24:21:50:00,,2023,Construction,40511,238160
2113168,International Roofing Corporation,650732,541500362,International Roofing Corporation,2200 MAGNOLIA STREET,RICHMOND,VA,23223,238160,2022,"Painting, spraying, or coating, roof",1,21,24,44157,2,0,0,0,0,0,0,0,0,0,0,0,0,09JAN24:15:09:00,,2023,Construction,23223,238160
